author_id,author_name,author_page_url,birthplace,book_average_rating,book_fullurl,book_id,book_title,genre_1,genre_2,pages,year_publication,fiction_nonfiction,genre_number
31107,Diana Preston ,/author/show/31107.Diana_Preston,Europe,4.06,https://www.goodreads.com/book/show/55129.A_Pirate_of_Exquisite_Mind,55129,"       A Pirate of Exquisite Mind: Explorer, Naturalist, and Buccaneer: The Life of William Dampier ",History,Biography,372,2004,Nonfiction,5
5960462,C.V. Wedgwood ,/author/show/5960462.C_V_Wedgwood,Europe,4.16,https://www.goodreads.com/book/show/287542.The_Thirty_Years_War,287542,       The Thirty Years War ,History,Nonfiction,536,1938,Nonfiction,5
3888197,Shonda Rhimes ,/author/show/3888197.Shonda_Rhimes,Unknown,4.08,https://www.goodreads.com/book/show/29540318-year-of-yes,29540318,       Year of Yes ,Biography & Autobiography,Autobiography,352,2015,Nonfiction,2
18514,Claire Tomalin ,/author/show/18514.Claire_Tomalin,Europe,3.99,https://www.goodreads.com/book/show/50376.Jane_Austen,50376,       Jane Austen: A Life ,Biography & Autobiography,Nonfiction,341,1997,Nonfiction,2
90150,Carrie Fisher ,/author/show/90150.Carrie_Fisher,USA and Canada,3.67,https://www.goodreads.com/book/show/26025989-the-princess-diarist,26025989,       The Princess Diarist ,Biography & Autobiography,Autobiography,257,2016,Nonfiction,2
3862145,Melanie Neale ,/author/show/3862145.Melanie_Neale,USA and Canada,4.02,https://www.goodreads.com/book/show/16060862-boat-girl,16060862,"       Boat Girl: A Memoir of Youth, Love & Fiberglass ",Travel,Autobiography,246,2012,Nonfiction,9
274511,Will Schwalbe ,/author/show/274511.Will_Schwalbe,USA and Canada,3.81,https://www.goodreads.com/book/show/13414676-the-end-of-your-life-book-club,13414676,       The End of Your Life Book Club ,Biography & Autobiography,Autobiography,336,2012,Nonfiction,2
8118570,Ruth   Butler ,/author/show/8118570.Ruth_Butler,USA and Canada,4.0,https://www.goodreads.com/book/show/21805856-echoes-from-the-hills-of-idaho,21805856,       Echoes from the Hills of Idaho ,Biography & Autobiography,Autobiography,162,2014,Nonfiction,2
2765967,Ginda Ayd Simpson ,/author/show/2765967.Ginda_Ayd_Simpson,USA and Canada,4.17,https://www.goodreads.com/book/show/6053016-deeply-rooted-in-faith-family,6053016,       Deeply Rooted in Faith & Family ,Biography & Autobiography,See top shelves…,290,2001,Nonfiction,2
5441376,Maureen Klovers ,/author/show/5441376.Maureen_Klovers,USA and Canada,3.66,https://www.goodreads.com/book/show/13401882-in-the-shadow-of-the-volcano,13401882,"       In the Shadow of the Volcano: One Ex-Intelligence Official's Journey through Slums, Prisons, and Leper Colonies to the Heart of Latin America ",Travel,Nonfiction,194,2012,Nonfiction,9
5662,Ruth Reichl ,/author/show/5662.Ruth_Reichl,USA and Canada,4.03,https://www.goodreads.com/book/show/8725.Comfort_Me_with_Apples,8725,       Comfort Me with Apples: More Adventures at the Table ,Food and Drink,Autobiography,302,2001,Nonfiction,4
7327976,Andra Watkins ,/author/show/7327976.Andra_Watkins,USA and Canada,3.94,https://www.goodreads.com/book/show/23436149-not-without-my-father,23436149,       Not Without My Father: One Woman's 444-Mile Walk of the Natchez Trace ,Biography & Autobiography,Nonfiction,238,2015,Nonfiction,2
40411,Immaculée Ilibagiza ,/author/show/40411.Immacul_e_Ilibagiza,Africa,4.44,https://www.goodreads.com/book/show/408615.Left_to_Tell,408615,       Left to Tell: Discovering God Amidst the Rwandan Holocaust ,Biography & Autobiography,Autobiography,214,2006,Nonfiction,2
24349,Betty Mahmoody ,/author/show/24349.Betty_Mahmoody,USA and Canada,4.07,https://www.goodreads.com/book/show/43255.Not_Without_My_Daughter,43255,       Not Without My Daughter ,Biography & Autobiography,Biography,432,1987,Nonfiction,2
231,Jean Fritz ,/author/show/231.Jean_Fritz,Asia,3.65,https://www.goodreads.com/book/show/9417995-alexander-hamilton,9417995,       Alexander Hamilton: the Outsider ,Biography & Autobiography,History,144,2011,Nonfiction,2
4547288,Amy Asbury ,/author/show/4547288.Amy_Asbury,USA and Canada,3.57,https://www.goodreads.com/book/show/10079837-the-sunset-strip-diaries,10079837,       The Sunset Strip Diaries ,Biography & Autobiography,Mental Health,334,2010,Nonfiction,2
4370,Elizabeth Wurtzel ,/author/show/4370.Elizabeth_Wurtzel,USA and Canada,3.59,https://www.goodreads.com/book/show/227603.Prozac_Nation,227603,       Prozac Nation ,Biography & Autobiography,Autobiography,336,1994,Nonfiction,2
191523,Caroline Paul ,/author/show/191523.Caroline_Paul,USA and Canada,3.75,https://www.goodreads.com/book/show/15793584-lost-cat,15793584,"       Lost Cat: A True Story of Love, Desperation, and GPS Technology ",Animals,Animals,176,2013,Nonfiction,1
521346,Carolyn Jourdan ,/author/show/521346.Carolyn_Jourdan,USA and Canada,3.85,https://www.goodreads.com/book/show/1047162.Heart_in_the_Right_Place,1047162,       Heart in the Right Place ,Biography & Autobiography,Nonfiction,304,2007,Nonfiction,2
6585288,Linda Kovic-Skow ,/author/show/6585288.Linda_Kovic_Skow,USA and Canada,3.7,https://www.goodreads.com/book/show/23253279-french-illusions,23253279,       French Illusions: My Story as an American Au Pair in the Loire Valley ,Travel,Autobiography,262,2012,Nonfiction,9
600812,Ophelia Field ,/author/show/600812.Ophelia_Field,Oceania,3.77,https://www.goodreads.com/book/show/1243559.Sarah_Churchill_Duchess_of_Marlborough,1243559,       Sarah Churchill Duchess of Marlborough: The Queen's Favourite ,History,Nonfiction,576,2002,Nonfiction,5
106554,Joan Haslip ,/author/show/106554.Joan_Haslip,Europe,3.88,https://www.goodreads.com/book/show/341168.Madame_du_Barry,341168,       Madame du Barry: The Wages of Beauty ,History,Biography,224,1991,Nonfiction,5
2563980,Josephine Wilkinson ,/author/show/2563980.Josephine_Wilkinson,Unknown,4.09,https://www.goodreads.com/book/show/6043508-mary-boleyn,6043508,       Mary Boleyn: The True Story of Henry VIII's Favourite Mistress ,History,English History,256,2009,Nonfiction,5
64115,Lisa Hilton ,/author/show/64115.Lisa_Hilton,Europe,3.77,https://www.goodreads.com/book/show/110786.Athenais,110786,"       Athenais: The Life of Louis XIV's Mistress, the Real Queen of France ",History,Biography,384,2002,Nonfiction,5
273817,Leslie Carroll ,/author/show/273817.Leslie_Carroll,USA and Canada,3.85,https://www.goodreads.com/book/show/3494957-royal-affairs,3494957,       Royal Affairs: A Lusty Romp Through the Extramarital Adventures That Rocked the British Monarchy ,History,Nonfiction,447,2008,Nonfiction,5
12072854,Althea S.T. ,/author/show/12072854.Althea_S_T_,Unknown,4.88,https://www.goodreads.com/book/show/41453512-chinese-astrology-for-health-and-wellbeing,41453512,       Chinese Astrology for Health and Wellbeing ,Self Help,See top shelves…,73,2018,Nonfiction,8
15275778,Mimi Novic ,/author/show/15275778.Mimi_Novic,Unknown,5.0,https://www.goodreads.com/book/show/30259588-the-silence-between-the-sighs,30259588,       The Silence Between the Sighs ,Self Help,See top shelves…,104,2016,Nonfiction,8
838305,Mother Teresa ,/author/show/838305.Mother_Teresa,Europe,4.36,https://www.goodreads.com/book/show/400763.No_Greater_Love,400763,       No Greater Love ,Religion & Spirituality,Religion,206,1997,Nonfiction,6
6457440,Joanne Lipman ,/author/show/6457440.Joanne_Lipman,USA and Canada,4.33,https://www.goodreads.com/book/show/16242285-strings-attached,16242285,       Strings Attached: Life Lessons from the World's Toughest Teacher ,Biography & Autobiography,Biography,304,2013,Nonfiction,2
3072557,Laura Weakley ,/author/show/3072557.Laura_Weakley,USA and Canada,4.5,https://www.goodreads.com/book/show/17133266-what-the-torah-teaches-us-about-life-through-the-themes-of-the-weekly,17133266,       What The Torah Teaches Us About Life / Through The Themes Of The Weekly Torah Portions (4) ,Self Help,Religion,629,2012,Nonfiction,8
5782912,Sumangali Morhall ,/author/show/5782912.Sumangali_Morhall,Europe,4.0,https://www.goodreads.com/book/show/13558632-auspicious-good-fortune,13558632,       Auspicious Good Fortune: One woman's inspirational journey from Western disillusionment to Eastern spiritual fulfilment ,Religion & Spirituality,Nonfiction,246,2012,Nonfiction,6
6037984,Marsha Roberts ,/author/show/6037984.Marsha_Roberts,USA and Canada,4.32,https://www.goodreads.com/book/show/18584315-confessions-of-an-instinctively-mutinous-baby-boomer,18584315,       Confessions of an Instinctively Mutinous Baby Boomer: And Her Parable of the Tomato Plant ,Self Help,Inspirational,204,2012,Nonfiction,8
6951311,Phylline Phillips ,/author/show/6951311.Phylline_Phillips,Unknown,4.69,https://www.goodreads.com/book/show/17408302-homeward-bound,17408302,       Homeward Bound: A Journey Of Faith ,Religion & Spirituality,Inspirational,46,2013,Nonfiction,6
8352,Joyce Meyer ,/author/show/8352.Joyce_Meyer,USA and Canada,4.48,https://www.goodreads.com/book/show/1604003.New_Day_New_You,1604003,"       New Day, New You: 366 Devotions for Enjoying Everyday Life ",Religion & Spirituality,Self Help,384,2007,Nonfiction,6
6831459,Jennifer   Howard ,/author/show/6831459.Jennifer_Howard,Unknown,4.22,https://www.goodreads.com/book/show/14349032-your-ultimate-life-plan,14349032,       Your Ultimate Life Plan: How to Deeply Transform Your Everyday Experience and Create Changes that Last ,Self Help,See top shelves…,288,2012,Nonfiction,8
4123171,Banani Ray ,/author/show/4123171.Banani_Ray,Asia,4.79,https://www.goodreads.com/book/show/8596181-awakening-inner-guru,8596181,       Awakening Inner Guru ,Religion & Spirituality,Inspirational,232,2010,Nonfiction,6
931248,Karen Whitelaw Smith ,/author/show/931248.Karen_Whitelaw_Smith,Europe,3.78,https://www.goodreads.com/book/show/5002584-the-butterfly-experience,5002584,       The Butterfly Experience ,Self Help,Nonfiction,192,2007,Nonfiction,8
372995,Anita Heiss ,/author/show/372995.Anita_Heiss,Oceania,3.81,https://www.goodreads.com/book/show/13570665-am-i-black-enough-for-you,13570665,       Am I Black Enough For You? ,Biography & Autobiography,Autobiography,346,2012,Nonfiction,2
