author_id,author_name,author_page_url,birthplace,book_average_rating,book_fullurl,book_id,book_title,genre_1,genre_2,pages,year_publication,fiction_nonfiction,period_publication,genre_number
74489,Victoria Thompson ,/author/show/74489.Victoria_Thompson,USA and Canada,4.02,https://www.goodreads.com/book/show/686717.Murder_on_St_Mark_s_Place,686717,       Murder on St. Mark's Place ,Mystery,Historical,277,2000,Fiction,20th century or before,10
5618190,Mimi Jean Pamfiloff ,/author/show/5618190.Mimi_Jean_Pamfiloff,USA and Canada,3.99,https://www.goodreads.com/book/show/27833684-tailored-for-trouble,27833684,       Tailored for Trouble ,Romance,Contemporary,354,2016,Fiction,21st century,11
36122,Patricia C. Wrede ,/author/show/36122.Patricia_C_Wrede,USA and Canada,4.01,https://www.goodreads.com/book/show/64207.Sorcery_Cecelia,64207,       Sorcery & Cecelia: or The Enchanted Chocolate Pot ,Fantasy,Young Adult,326,1988,Fiction,20th century or before,6
4833990,Jillian Dodd ,/author/show/4833990.Jillian_Dodd,Unknown,3.95,https://www.goodreads.com/book/show/34804503-stalk-me,34804503,       Stalk Me ,Young Adult,Romance,327,2012,Fiction,21st century,14
274533,Simone Elkeles ,/author/show/274533.Simone_Elkeles,USA and Canada,4.01,https://www.goodreads.com/book/show/544424.Leaving_Paradise,544424,       Leaving Paradise ,Young Adult,Romance,303,2007,Fiction,21st century,14
27847,Lisa Kleypas ,/author/show/27847.Lisa_Kleypas,USA and Canada,4.25,https://www.goodreads.com/book/show/114166.Devil_in_Winter,114166,       Devil in Winter ,Romance,Romance,368,2006,Fiction,21st century,11
153394,Suzanne Collins ,/author/show/153394.Suzanne_Collins,USA and Canada,4.03,https://www.goodreads.com/book/show/7260188-mockingjay,7260188,       Mockingjay ,Young Adult,Science Fiction,392,2010,Fiction,21st century,14
7851984,Zarah Detand ,/author/show/7851984.Zarah_Detand,Unknown,4.22,https://www.goodreads.com/book/show/20816370-pull-me-under,20816370,       Pull Me Under ,Romance,Sports and Games,359,2014,Fiction,21st century,11
5771850,Kendall McKenna ,/author/show/5771850.Kendall_McKenna,USA and Canada,4.25,https://www.goodreads.com/book/show/18221995-strength-of-the-mate,18221995,       Strength of the Mate ,Romance,War,356,2014,Fiction,21st century,11
4968409,Rhys Ford ,/author/show/4968409.Rhys_Ford,USA and Canada,4.25,https://www.goodreads.com/book/show/40983132-tequila-mockingbird,40983132,       Tequila Mockingbird ,Romance,Contemporary,250,2014,Fiction,21st century,11
1427650,Megan Derr ,/author/show/1427650.Megan_Derr,USA and Canada,3.87,https://www.goodreads.com/book/show/17900911-of-last-resort,17900911,       Of Last Resort ,Fantasy,Romance,235,2013,Fiction,21st century,6
2746690,K.A. Mitchell ,/author/show/2746690.K_A_Mitchell,USA and Canada,3.55,https://www.goodreads.com/book/show/18742420-bad-influence,18742420,       Bad Influence ,Romance,Contemporary,295,2014,Fiction,21st century,11
3185029,L.A. Witt ,/author/show/3185029.L_A_Witt,USA and Canada,3.9,https://www.goodreads.com/book/show/19292809-payoff,19292809,       Payoff ,Romance,Romance,47,2014,Fiction,21st century,11
6608731,Amy Rae Durreson ,/author/show/6608731.Amy_Rae_Durreson,Europe,4.04,https://www.goodreads.com/book/show/19547844-reawakening,19547844,       Reawakening ,Fantasy,Romance,260,2014,Fiction,21st century,6
6576876,K.C. Wells ,/author/show/6576876.K_C_Wells,Unknown,4.0,https://www.goodreads.com/book/show/20653710-personal-secrets,20653710,       Personal Secrets ,Romance,Contemporary,285,2014,Fiction,21st century,11
7132113,Indra Vaughn ,/author/show/7132113.Indra_Vaughn,Europe,3.83,https://www.goodreads.com/book/show/20529031-the-house-on-hancock-hill,20529031,       The House on Hancock Hill ,Romance,Contemporary,220,2014,Fiction,21st century,11
6425833,Leta Blake ,/author/show/6425833.Leta_Blake,Unknown,3.91,https://www.goodreads.com/book/show/22034261-the-river-leith,22034261,       The River Leith ,Romance,Contemporary,173,2014,Fiction,21st century,11
3173295,Heidi Cullinan ,/author/show/3173295.Heidi_Cullinan,USA and Canada,3.83,https://www.goodreads.com/book/show/18170925-tough-love,18170925,       Tough Love ,Romance,Erotica,312,2014,Fiction,21st century,11
151973,Amy Lane ,/author/show/151973.Amy_Lane,Unknown,4.47,https://www.goodreads.com/book/show/22735684-beneath-the-stain,22735684,       Beneath the Stain ,Romance,Romance,350,2014,Fiction,21st century,11
4541791,Tara Lain ,/author/show/4541791.Tara_Lain,USA and Canada,3.86,https://www.goodreads.com/book/show/20798492-wolf-in-gucci-loafers,20798492,       Wolf in Gucci Loafers ,Romance,Fantasy,235,2014,Fiction,21st century,11
5621569,Charlie Cochet ,/author/show/5621569.Charlie_Cochet,Latin America,4.38,https://www.goodreads.com/book/show/22714908-rack-ruin,22714908,       Rack & Ruin ,Romance,Fantasy,206,2014,Fiction,21st century,11
3152411,Mary Calmes ,/author/show/3152411.Mary_Calmes,USA and Canada,3.84,https://www.goodreads.com/book/show/20822778-control,20822778,       Control ,Romance,Fantasy,220,2014,Fiction,21st century,11
5828499,Jaime Reese ,/author/show/5828499.Jaime_Reese,Unknown,4.19,https://www.goodreads.com/book/show/15712796-a-hunted-man,15712796,       A Hunted Man ,Romance,Contemporary,379,2014,Fiction,21st century,11
1366040,Keira Andrews ,/author/show/1366040.Keira_Andrews,USA and Canada,4.19,https://www.goodreads.com/book/show/22913988-a-forbidden-rumspringa,22913988,       A Forbidden Rumspringa ,Romance,Romance,231,2014,Fiction,21st century,11
7125719,Lane Hayes ,/author/show/7125719.Lane_Hayes,USA and Canada,3.99,https://www.goodreads.com/book/show/20338332-better-than-chance,20338332,       Better Than Chance ,Romance,Contemporary,200,2014,Fiction,21st century,11
8073851,Renae Kaye ,/author/show/8073851.Renae_Kaye,Oceania,4.23,https://www.goodreads.com/book/show/23004152-the-shearing-gun,23004152,       The Shearing Gun ,Romance,Contemporary,214,2014,Fiction,21st century,11
5893561,Garrett Leigh ,/author/show/5893561.Garrett_Leigh,Europe,4.02,https://www.goodreads.com/book/show/42432382-only-love,42432382,       Only Love ,Romance,War,274,2014,Fiction,21st century,11
5819370,N.R. Walker ,/author/show/5819370.N_R_Walker,Unknown,4.39,https://www.goodreads.com/book/show/22957237-red-dirt-heart-2,22957237,       Red Dirt Heart 2 ,Romance,Romance,352,2014,Fiction,21st century,11
8119001,S.E. Harmon ,/author/show/8119001.S_E_Harmon,Unknown,3.91,https://www.goodreads.com/book/show/21840816-stay-with-me,21840816,       Stay with Me ,Romance,Contemporary,290,2014,Fiction,21st century,11
7354860,A.E. Via ,/author/show/7354860.A_E_Via,USA and Canada,3.94,https://www.goodreads.com/book/show/25784634-nothing-special,25784634,       Nothing Special ,Romance,Romance,255,2014,Fiction,21st century,11
268722,Jordan Castillo Price ,/author/show/268722.Jordan_Castillo_Price,USA and Canada,4.35,https://www.goodreads.com/book/show/20803627-forget-me-not,20803627,       Forget Me Not ,Romance,Science Fiction,171,2014,Fiction,21st century,11
4318269,Nicole Edwards ,/author/show/4318269.Nicole_Edwards,USA and Canada,4.46,https://www.goodreads.com/book/show/17305049-ethan,17305049,       Ethan ,Romance,Adult Fiction,688,2014,Fiction,21st century,11
2980235,J.L. Merrow ,/author/show/2980235.J_L_Merrow,Unknown,3.97,https://www.goodreads.com/book/show/18989149-relief-valve,18989149,       Relief Valve ,Romance,Mystery,357,2014,Fiction,21st century,11
7020231,Eli Easton ,/author/show/7020231.Eli_Easton,USA and Canada,4.15,https://www.goodreads.com/book/show/22370569-the-mating-of-michael,22370569,       The Mating of Michael ,Romance,Disability,240,2014,Fiction,21st century,11
6445292,Amelia C. Gormley ,/author/show/6445292.Amelia_C_Gormley,USA and Canada,3.88,https://www.goodreads.com/book/show/18460726-strain,18460726,       Strain ,Romance,Erotica,375,2014,Fiction,21st century,11
3080608,Joanna Chambers ,/author/show/3080608.Joanna_Chambers,Unknown,4.34,https://www.goodreads.com/book/show/34969217-enlightened,34969217,       Enlightened ,Historical,Romance,184,2014,Fiction,21st century,7
4595087,S.E. Jakes ,/author/show/4595087.S_E_Jakes,USA and Canada,4.3,https://www.goodreads.com/book/show/20699996-daylight-again,20699996,       Daylight Again ,Romance,War,265,2014,Fiction,21st century,11
1122775,Abigail Roux ,/author/show/1122775.Abigail_Roux,USA and Canada,4.11,https://www.goodreads.com/book/show/17736067-ball-chain,17736067,       Ball & Chain ,Romance,Romance,288,2014,Fiction,21st century,11
445303,Maria V. Snyder ,/author/show/445303.Maria_V_Snyder,USA and Canada,3.82,https://www.goodreads.com/book/show/7059135-inside-out,7059135,       Inside Out ,Young Adult,Science Fiction,320,2010,Fiction,21st century,14
20560,Sheri S. Tepper ,/author/show/20560.Sheri_S_Tepper,USA and Canada,4.05,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,104344,       The Gate to Women's Country ,Science Fiction,Fiction,315,1987,Fiction,20th century or before,12
2786093,Emily St. John Mandel ,/author/show/2786093.Emily_St_John_Mandel,USA and Canada,4.03,https://www.goodreads.com/book/show/20170404-station-eleven,20170404,       Station Eleven ,Science Fiction,Science Fiction,336,2014,Fiction,21st century,12
835348,Ann Aguirre ,/author/show/835348.Ann_Aguirre,USA and Canada,3.92,https://www.goodreads.com/book/show/7137327-enclave,7137327,       Enclave ,Science Fiction,Young Adult,259,2011,Fiction,21st century,12
29535,Octavia E. Butler ,/author/show/29535.Octavia_E_Butler,USA and Canada,4.15,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,52397,       Parable of the Sower ,Science Fiction,Fiction,345,1993,Fiction,20th century or before,12
874602,Ursula K. Le Guin ,/author/show/874602.Ursula_K_Le_Guin,USA and Canada,4.2,https://www.goodreads.com/book/show/13651.The_Dispossessed,13651,       The Dispossessed ,Science Fiction,Fiction,387,1974,Fiction,20th century or before,12
4018722,Beth Revis ,/author/show/4018722.Beth_Revis,USA and Canada,3.77,https://www.goodreads.com/book/show/8235178-across-the-universe,8235178,       Across the Universe ,Young Adult,Science Fiction,399,2011,Fiction,21st century,14
8360,Nancy Farmer ,/author/show/8360.Nancy_Farmer,USA and Canada,4.1,https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,13376,       The House of the Scorpion ,Young Adult,Science Fiction,380,2002,Fiction,21st century,14
432,Ayn Rand ,/author/show/432.Ayn_Rand,Europe,3.68,https://www.goodreads.com/book/show/662.Atlas_Shrugged,662,       Atlas Shrugged ,Classics,Classics,1168,1957,Fiction,20th century or before,3
17452454,P.D. James ,/author/show/17452454.P_D_James,Europe,3.68,https://www.goodreads.com/book/show/41913.The_Children_of_Men,41913,       The Children of Men ,Science Fiction,Science Fiction,241,1992,Fiction,20th century or before,12
1318,Susan Beth Pfeffer ,/author/show/1318.Susan_Beth_Pfeffer,USA and Canada,3.89,https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,213753,       Life As We Knew It ,Young Adult,Science Fiction,337,2006,Fiction,21st century,14
3472,Margaret Atwood ,/author/show/3472.Margaret_Atwood,USA and Canada,4.01,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,46756,       Oryx and Crake ,Science Fiction,Science Fiction,389,2003,Fiction,21st century,12
200317,Alyson Noel ,/author/show/200317.Alyson_Noel,USA and Canada,3.59,https://www.goodreads.com/book/show/3975774-evermore,3975774,       Evermore ,Young Adult,Fantasy,301,2009,Fiction,21st century,14
15873,Cornelia Funke ,/author/show/15873.Cornelia_Funke,Europe,3.96,https://www.goodreads.com/book/show/100464.Dragon_Rider,100464,       Dragon Rider ,Fantasy,Fantasy,527,1997,Fiction,20th century or before,6
1077326,J.K. Rowling ,/author/show/1077326.J_K_Rowling,Europe,4.74,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,862041,       Harry Potter Series Box Set ,Fantasy,Young Adult,4100,2007,Fiction,21st century,6
2001717,Daphne du Maurier ,/author/show/2001717.Daphne_du_Maurier,Europe,4.22,https://www.goodreads.com/book/show/17899948-rebecca,17899948,       Rebecca ,Classics,Fiction,449,1938,Fiction,20th century or before,3
1265,Jane Austen ,/author/show/1265.Jane_Austen,Europe,4.55,https://www.goodreads.com/book/show/14905.The_Complete_Novels,14905,       The Complete Novels ,Romance,Classics,1344,1813,Fiction,20th century or before,11
1315,Louisa May Alcott ,/author/show/1315.Louisa_May_Alcott,USA and Canada,4.05,https://www.goodreads.com/book/show/1934.Little_Women,1934,       Little Women ,Classics,Fiction,449,1868,Fiction,20th century or before,3
305400,Tatiana de Rosnay ,/author/show/305400.Tatiana_de_Rosnay,Europe,4.15,https://www.goodreads.com/book/show/556602.Sarah_s_Key,556602,       Sarah's Key ,Historical,Fiction,294,2006,Fiction,21st century,7
2327917,Betty  Smith ,/author/show/2327917.Betty_Smith,USA and Canada,4.25,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,14891,       A Tree Grows in Brooklyn ,Classics,Fiction,496,1943,Fiction,20th century or before,3
4379,Sylvia Plath ,/author/show/4379.Sylvia_Plath,USA and Canada,3.99,https://www.goodreads.com/book/show/6514.The_Bell_Jar,6514,       The Bell Jar ,Classics,Fiction,294,1963,Fiction,20th century or before,3
5246,Amy Tan ,/author/show/5246.Amy_Tan,USA and Canada,3.91,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,7763,       The Joy Luck Club ,Historical,Historical,288,1989,Fiction,20th century or before,7
17015,P.C. Cast ,/author/show/17015.P_C_Cast,USA and Canada,3.8,https://www.goodreads.com/book/show/30183.Marked,30183,       Marked ,Young Adult,Paranormal,306,2007,Fiction,21st century,14
137902,Richelle Mead ,/author/show/137902.Richelle_Mead,Unknown,4.35,https://www.goodreads.com/book/show/5996153-blood-promise,5996153,       Blood Promise ,Young Adult,Paranormal,503,2009,Fiction,21st century,14
9987,Philippa Gregory ,/author/show/9987.Philippa_Gregory,Africa,4.05,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,37470,       The Other Boleyn Girl ,Historical,Fiction,661,2001,Fiction,21st century,7
28569,Jennifer Ashley ,/author/show/28569.Jennifer_Ashley,USA and Canada,4.05,https://www.goodreads.com/book/show/5981872-the-madness-of-lord-ian-mackenzie,5981872,       The Madness of Lord Ian Mackenzie ,Romance,Romance,320,2009,Fiction,21st century,11
48192,Gena Showalter ,/author/show/48192.Gena_Showalter,USA and Canada,4.08,https://www.goodreads.com/book/show/476543.The_Darkest_Night,476543,       The Darkest Night ,Fantasy,Romance,379,2008,Fiction,21st century,6
4575371,Katie McGarry ,/author/show/4575371.Katie_McGarry,Unknown,4.07,https://www.goodreads.com/book/show/10194514-pushing-the-limits,10194514,       Pushing the Limits ,Young Adult,Romance,392,2012,Fiction,21st century,14
41313,Susan Elizabeth Phillips ,/author/show/41313.Susan_Elizabeth_Phillips,Unknown,4.12,https://www.goodreads.com/book/show/73100.This_Heart_of_Mine,73100,       This Heart of Mine ,Romance,Romance,432,2001,Fiction,21st century,11
1647762,Julie James ,/author/show/1647762.Julie_James,USA and Canada,3.98,https://www.goodreads.com/book/show/5082599-practice-makes-perfect,5082599,       Practice Makes Perfect ,Romance,Romance,291,2009,Fiction,21st century,11
699143,J. Lynn ,/author/show/699143.J_Lynn,USA and Canada,4.18,https://www.goodreads.com/book/show/17314430-wait-for-you,17314430,       Wait for You ,Romance,Romance,332,2013,Fiction,21st century,11
2613,Jaci Burton ,/author/show/2613.Jaci_Burton,Unknown,3.92,https://www.goodreads.com/book/show/8341567-the-perfect-play,8341567,       The Perfect Play ,Romance,Sports and Games,324,2011,Fiction,21st century,11
20248,J.R. Ward ,/author/show/20248.J_R_Ward,USA and Canada,4.35,https://www.goodreads.com/book/show/35729.Lover_Eternal,35729,       Lover Eternal ,Romance,Fantasy,441,2005,Fiction,21st century,11
2958084,Kristen Ashley ,/author/show/2958084.Kristen_Ashley,USA and Canada,4.19,https://www.goodreads.com/book/show/6538757-rock-chick,6538757,       Rock Chick ,Romance,Romance,412,2008,Fiction,21st century,11
4872191,Abbi Glines ,/author/show/4872191.Abbi_Glines,USA and Canada,4.2,https://www.goodreads.com/book/show/16070903-fallen-too-far,16070903,       Fallen Too Far ,Romance,New Adult,300,2012,Fiction,21st century,11
3379564,Alice Clayton ,/author/show/3379564.Alice_Clayton,USA and Canada,4.08,https://www.goodreads.com/book/show/15858248-wallbanger,15858248,       Wallbanger ,Romance,Romance,384,2012,Fiction,21st century,11
19005,Jennifer Crusie ,/author/show/19005.Jennifer_Crusie,USA and Canada,3.93,https://www.goodreads.com/book/show/854757.Bet_Me,854757,       Bet Me ,Romance,Womens Fiction,391,2004,Fiction,21st century,11
6160,Sophie Kinsella ,/author/show/6160.Sophie_Kinsella,Europe,3.83,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,33724,       Can You Keep a Secret? ,Romance,Romance,374,2001,Fiction,21st century,11
4637539,Tahereh Mafi ,/author/show/4637539.Tahereh_Mafi,USA and Canada,3.99,https://www.goodreads.com/book/show/10429045-shatter-me,10429045,       Shatter Me ,Young Adult,Science Fiction,338,2011,Fiction,21st century,14
6251,Julie Garwood ,/author/show/6251.Julie_Garwood,USA and Canada,4.26,https://www.goodreads.com/book/show/107779.The_Bride,107779,       The Bride ,Romance,Romance,352,1989,Fiction,20th century or before,11
9885,Judith McNaught ,/author/show/9885.Judith_McNaught,USA and Canada,4.24,https://www.goodreads.com/book/show/129619.A_Kingdom_of_Dreams,129619,       A Kingdom of Dreams ,Romance,Romance,438,1989,Fiction,20th century or before,11
1304470,Ally Condie ,/author/show/1304470.Ally_Condie,USA and Canada,3.67,https://www.goodreads.com/book/show/7735333-matched,7735333,       Matched ,Young Adult,Science Fiction,369,2010,Fiction,21st century,14
22159,Jessica Park ,/author/show/22159.Jessica_Park,Unknown,4.0,https://www.goodreads.com/book/show/15994590-flat-out-love,15994590,       Flat-Out Love ,Romance,Young Adult,389,2011,Fiction,21st century,11
47499,Paullina Simons ,/author/show/47499.Paullina_Simons,Europe,4.32,https://www.goodreads.com/book/show/41014505-the-bronze-horseman,41014505,       The Bronze Horseman ,Historical,Romance,637,2001,Fiction,21st century,7
5193034,Tracey Garvis Graves ,/author/show/5193034.Tracey_Garvis_Graves,Unknown,4.13,https://www.goodreads.com/book/show/15505346-on-the-island,15505346,       On the Island ,Romance,Contemporary,346,2011,Fiction,21st century,11
2876763,Becca Fitzpatrick ,/author/show/2876763.Becca_Fitzpatrick,Unknown,3.99,https://www.goodreads.com/book/show/6339664-hush-hush,6339664,"       Hush, Hush ",Young Adult,Fantasy,391,2009,Fiction,21st century,14
11081,Margaret Mitchell ,/author/show/11081.Margaret_Mitchell,USA and Canada,4.29,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,18405,       Gone with the Wind ,Classics,Historical,1037,1936,Fiction,20th century or before,3
19823,Sylvia Day ,/author/show/19823.Sylvia_Day,USA and Canada,4.19,https://www.goodreads.com/book/show/20448515-bared-to-you,20448515,       Bared to You ,Romance,Adult Fiction,334,2012,Fiction,21st century,11
5448974,Michelle K. Pickett ,/author/show/5448974.Michelle_K_Pickett,USA and Canada,3.55,https://www.goodreads.com/book/show/13425802-pods,13425802,       PODs ,Science Fiction,Young Adult,312,2013,Fiction,21st century,12
1164465,Jessica Brody ,/author/show/1164465.Jessica_Brody,USA and Canada,3.69,https://www.goodreads.com/book/show/9791892-unremembered,9791892,       Unremembered ,Science Fiction,Young Adult,320,2013,Fiction,21st century,12
5288442,April Genevieve Tucholke ,/author/show/5288442.April_Genevieve_Tucholke,USA and Canada,3.57,https://www.goodreads.com/book/show/12930909-between-the-devil-and-the-deep-blue-sea,12930909,       Between the Devil and the Deep Blue Sea ,Young Adult,Fantasy,360,2013,Fiction,21st century,14
767547,Lisa McMann ,/author/show/767547.Lisa_McMann,USA and Canada,3.78,https://www.goodreads.com/book/show/13146312-crash,13146312,       Crash ,Young Adult,Fantasy,233,2013,Fiction,21st century,14
3027554,Kiersten White ,/author/show/3027554.Kiersten_White,Unknown,3.6,https://www.goodreads.com/book/show/12578305-the-chaos-of-stars,12578305,       The Chaos of Stars ,Fantasy,Young Adult,277,2013,Fiction,21st century,6
4629194,Brigid Kemmerer ,/author/show/4629194.Brigid_Kemmerer,USA and Canada,4.01,https://www.goodreads.com/book/show/13494365-spirit,13494365,       Spirit ,Young Adult,Fantasy,301,2013,Fiction,21st century,14
2895706,Kami Garcia ,/author/show/2895706.Kami_Garcia,USA and Canada,3.79,https://www.goodreads.com/book/show/12371862-unbreakable,12371862,       Unbreakable ,Young Adult,Fantasy,305,2013,Fiction,21st century,14
4336590,Tara Hudson ,/author/show/4336590.Tara_Hudson,USA and Canada,3.91,https://www.goodreads.com/book/show/11413298-elegy,11413298,       Elegy ,Fantasy,Young Adult,386,2013,Fiction,21st century,6
4737213,Jennifer Rush ,/author/show/4737213.Jennifer_Rush,USA and Canada,4.03,https://www.goodreads.com/book/show/10859509-altered,10859509,       Altered ,Young Adult,Science Fiction,323,2013,Fiction,21st century,14
3267859,Jennifer A. Nielsen ,/author/show/3267859.Jennifer_A_Nielsen,USA and Canada,4.23,https://www.goodreads.com/book/show/15703770-the-runaway-king,15703770,       The Runaway King ,Fantasy,Young Adult,331,2013,Fiction,21st century,6
3251728,Victoria Scott ,/author/show/3251728.Victoria_Scott,USA and Canada,3.54,https://www.goodreads.com/book/show/13449677-the-collector,13449677,       The Collector ,Young Adult,Fantasy,352,2013,Fiction,21st century,14
4692856,Kristen Simmons ,/author/show/4692856.Kristen_Simmons,USA and Canada,4.0,https://www.goodreads.com/book/show/13188615-breaking-point,13188615,       Breaking Point ,Science Fiction,Young Adult,400,2013,Fiction,21st century,12
805184,Jennifer E. Smith ,/author/show/805184.Jennifer_E_Smith,USA and Canada,3.68,https://www.goodreads.com/book/show/15790873-this-is-what-happy-looks-like,15790873,       This Is What Happy Looks Like ,Young Adult,Romance,404,2013,Fiction,21st century,14
10317,Maureen Johnson ,/author/show/10317.Maureen_Johnson,USA and Canada,3.88,https://www.goodreads.com/book/show/15721638-the-madness-underneath,15721638,       The Madness Underneath ,Young Adult,Fantasy,290,2013,Fiction,21st century,14
5073459,Elizabeth Norris ,/author/show/5073459.Elizabeth_Norris,Unknown,4.05,https://www.goodreads.com/book/show/14743784-unbreakable,14743784,       Unbreakable ,Young Adult,Science Fiction,496,2013,Fiction,21st century,14
25422,Holly Black ,/author/show/25422.Holly_Black,USA and Canada,3.85,https://www.goodreads.com/book/show/12813630-the-coldest-girl-in-coldtown,12813630,       The Coldest Girl in Coldtown ,Young Adult,Fantasy,419,2013,Fiction,21st century,14
5360335,Amie Kaufman ,/author/show/5360335.Amie_Kaufman,Oceania,3.92,https://www.goodreads.com/book/show/13138635-these-broken-stars,13138635,       These Broken Stars ,Young Adult,Science Fiction,384,2013,Fiction,21st century,14
11654,Meg Cabot ,/author/show/11654.Meg_Cabot,USA and Canada,3.93,https://www.goodreads.com/book/show/13061500-awaken,13061500,       Awaken ,Young Adult,Fantasy,343,2013,Fiction,21st century,14
4476934,Jennifer L. Armentrout ,/author/show/4476934.Jennifer_L_Armentrout,USA and Canada,4.48,https://www.goodreads.com/book/show/13605723-sentinel,13605723,       Sentinel ,Young Adult,Fantasy,297,2013,Fiction,21st century,14
4774653,Erin Bowman ,/author/show/4774653.Erin_Bowman,Unknown,3.76,https://www.goodreads.com/book/show/11044367-taken,11044367,       Taken ,Young Adult,Science Fiction,360,2013,Fiction,21st century,14
4074051,Rae Carson ,/author/show/4074051.Rae_Carson,USA and Canada,4.21,https://www.goodreads.com/book/show/11431896-the-bitter-kingdom,11431896,       The Bitter Kingdom ,Fantasy,Young Adult,433,2013,Fiction,21st century,6
5108399,Megan Shepherd ,/author/show/5108399.Megan_Shepherd,Unknown,3.68,https://www.goodreads.com/book/show/12291438-the-madman-s-daughter,12291438,       The Madman’s Daughter ,Young Adult,Historical,420,2013,Fiction,21st century,14
415967,Rachel Vincent ,/author/show/415967.Rachel_Vincent,USA and Canada,4.31,https://www.goodreads.com/book/show/13508069-with-all-my-soul,13508069,       With All My Soul ,Young Adult,Fantasy,377,2013,Fiction,21st century,14
3099544,Victoria Schwab ,/author/show/3099544.Victoria_Schwab,Unknown,4.01,https://www.goodreads.com/book/show/10929432-the-archived,10929432,       The Archived ,Fantasy,Young Adult,321,2013,Fiction,21st century,6
6914204,Robin LaFevers ,/author/show/6914204.Robin_LaFevers,Unknown,4.14,https://www.goodreads.com/book/show/9943270-dark-triumph,9943270,       Dark Triumph ,Fantasy,Young Adult,385,2013,Fiction,21st century,6
2755160,Kimberly Derting ,/author/show/2755160.Kimberly_Derting,Unknown,3.73,https://www.goodreads.com/book/show/12631512-the-essence,12631512,       The Essence ,Science Fiction,Fantasy,341,2013,Fiction,21st century,12
4279785,Wendy Higgins ,/author/show/4279785.Wendy_Higgins,USA and Canada,4.27,https://www.goodreads.com/book/show/15768191-sweet-peril,15768191,       Sweet Peril ,Young Adult,Fantasy,371,2013,Fiction,21st century,14
164576,Suzanne Young ,/author/show/164576.Suzanne_Young,USA and Canada,4.06,https://www.goodreads.com/book/show/11366397-the-program,11366397,       The Program ,Young Adult,Science Fiction,405,2013,Fiction,21st century,14
5186274,A.G. Howard ,/author/show/5186274.A_G_Howard,Unknown,3.95,https://www.goodreads.com/book/show/12558285-splintered,12558285,       Splintered ,Fantasy,Young Adult,400,2013,Fiction,21st century,6
767317,Aimee Carter ,/author/show/767317.Aimee_Carter,Unknown,3.97,https://www.goodreads.com/book/show/10838776-the-goddess-inheritance,10838776,       The Goddess Inheritance ,Fantasy,Young Adult,303,2013,Fiction,21st century,6
295178,Gayle Forman ,/author/show/295178.Gayle_Forman,Unknown,4.01,https://www.goodreads.com/book/show/17623975-just-one-day,17623975,       Just One Day ,Young Adult,Romance,369,2013,Fiction,21st century,14
56224,Ally Carter ,/author/show/56224.Ally_Carter,USA and Canada,4.44,https://www.goodreads.com/book/show/13580951-united-we-spy,13580951,       United We Spy ,Young Adult,Mystery,296,2013,Fiction,21st century,14
150038,Cassandra Clare ,/author/show/150038.Cassandra_Clare,Asia,3.71,https://www.goodreads.com/book/show/13583766-shadowhunters-and-downworlders,13583766,       Shadowhunters and Downworlders: A Mortal Instruments Reader ,Fantasy,Young Adult,198,2013,Fiction,21st century,6
3353516,Amy Plum ,/author/show/3353516.Amy_Plum,USA and Canada,4.21,https://www.goodreads.com/book/show/12700337-if-i-should-die,12700337,       If I Should Die ,Young Adult,Fantasy,405,2013,Fiction,21st century,14
4575289,Leigh Bardugo ,/author/show/4575289.Leigh_Bardugo,Asia,4.07,https://www.goodreads.com/book/show/14061955-siege-and-storm,14061955,       Siege and Storm ,Fantasy,Young Adult,435,2013,Fiction,21st century,6
7581,Kelley Armstrong ,/author/show/7581.Kelley_Armstrong,Unknown,4.12,https://www.goodreads.com/book/show/11864728-the-rising,11864728,       The Rising ,Young Adult,Fantasy,406,2013,Fiction,21st century,14
3433047,Sarah J. Maas ,/author/show/3433047.Sarah_J_Maas,USA and Canada,4.47,https://www.goodreads.com/book/show/17167166-crown-of-midnight,17167166,       Crown of Midnight ,Fantasy,Young Adult,418,2013,Fiction,21st century,6
3406550,Josephine Angelini ,/author/show/3406550.Josephine_Angelini,USA and Canada,4.24,https://www.goodreads.com/book/show/7849034-goddess,7849034,       Goddess ,Fantasy,Fantasy,421,2013,Fiction,21st century,6
2936493,Lauren Oliver ,/author/show/2936493.Lauren_Oliver,USA and Canada,3.74,https://www.goodreads.com/book/show/9593913-requiem,9593913,       Requiem ,Young Adult,Science Fiction,391,2013,Fiction,21st century,14
3290920,Cynthia Hand ,/author/show/3290920.Cynthia_Hand,USA and Canada,4.14,https://www.goodreads.com/book/show/13049981-boundless,13049981,       Boundless ,Young Adult,Paranormal,448,2013,Fiction,21st century,14
