author_average_rating,author_gender,author_genres,author_id,author_name,author_page_url,author_rating_count,author_review_count,birthplace,book_average_rating,book_fullurl,book_id,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
3.62,female,"historical-fiction,",6476317,Elizabeth  Ross ,/author/show/6476317.Elizabeth_Ross,3198,606,Unknown,3.61,https://www.goodreads.com/book/show/13642661-belle-epoque,13642661,       Belle Epoque ,Historical,Young Adult,3238,617,336,2013,827
3.38,female,"literature-fiction,",4309838,"Nicole ""Snooki"" Polizzi ",/author/show/4309838.Nicole_Snooki_Polizzi,3152,426,Latin America,3.29,https://www.goodreads.com/book/show/11349877-confessions-of-a-guidette,11349877,       Confessions of a Guidette ,Nonfiction,Biography,683,54,192,2011,5746
4.2,female,"romance,historical-fiction,",2986307,Laura Frantz ,/author/show/2986307.Laura_Frantz,22838,3188,USA and Canada,4.23,https://www.goodreads.com/book/show/35069201-the-lacemaker,35069201,       The Lacemaker ,Historical,Christian Fiction,1526,416,414,2018,14624
4.07,female,"historical-fiction,literature-fiction,",7294,Susan Howatch ,/author/show/7294.Susan_Howatch,33707,1826,Europe,4.08,https://www.goodreads.com/book/show/782898.Penmarric,782898,       Penmarric ,Historical,Fiction,5088,221,704,1971,1180
3.92,female,"young-adult,",5303332,Elizabeth May ,/author/show/5303332.Elizabeth_May,20707,3366,Unknown,3.76,https://www.goodreads.com/book/show/15791085-the-falconer,15791085,       The Falconer ,Fantasy,Young Adult,13144,2160,378,September 19th 2013,859
4.11,female,"fiction,romance,",1265,Jane Austen ,/author/show/1265.Jane_Austen,5183959,141639,Europe,4.13,https://www.goodreads.com/book/show/2156.Persuasion,2156,       Persuasion ,Classics,Fiction,459527,15072,249,December 1817,1183
4.02,female,"young-adult,science-fiction-fantasy,",3041100,Andrea Cremer ,/author/show/3041100.Andrea_Cremer,179378,13783,USA and Canada,4.11,https://www.goodreads.com/book/show/7263429-wolfsbane,7263429,       Wolfsbane ,Young Adult,Fantasy,44974,2247,390,2011,429
3.81,female,"historical-fiction,",269098,Kathleen Givens ,/author/show/269098.Kathleen_Givens,6211,454,Asia,3.78,https://www.goodreads.com/book/show/993839.On_a_Highland_Shore,993839,       On a Highland Shore ,Historical,Romance,2798,207,400,January 1st 2006,1233
4.04,female,"young-adult,young-adult,",4582548,Bethany Wiggins ,/author/show/4582548.Bethany_Wiggins,15692,2228,Asia,4.01,https://www.goodreads.com/book/show/13517444-stung,13517444,       Stung ,Young Adult,Science Fiction,9202,1279,304,January 1st 2013,877
3.24,female,"entertainment,young-adult,",74511,Nicole Richie ,/author/show/74511.Nicole_Richie,3854,396,USA and Canada,3.46,https://www.goodreads.com/book/show/7969245-priceless,7969245,       Priceless ,Fiction,Young Adult,1458,153,293,2010,7514
3.78,female,"humor,",2945688,Lindsey Leavitt ,/author/show/2945688.Lindsey_Leavitt,22165,3077,USA and Canada,3.6,https://www.goodreads.com/book/show/10594356-going-vintage,10594356,       Going Vintage ,Young Adult,Contemporary,7023,1163,320,2013,935
3.56,female,"entertainment,",401053,Hilary Duff ,/author/show/401053.Hilary_Duff,18724,2290,USA and Canada,3.54,https://www.goodreads.com/book/show/7844725-elixir,7844725,       Elixir ,Young Adult,Fantasy,12374,1668,327,2010,7635
3.95,female,"entertainment,children-s-books,",1043099,Mary-Kate Olsen ,/author/show/1043099.Mary_Kate_Olsen,1783,106,USA and Canada,3.94,https://www.goodreads.com/book/show/2981660-influence,2981660,       Influence ,Couture,Nonfiction,1226,83,272,January 1st 2008,8005
3.3,female,"young-adult,",5018116,Erica Lorraine Scheidt ,/author/show/5018116.Erica_Lorraine_Scheidt,1805,474,Unknown,3.3,https://www.goodreads.com/book/show/11958608-uses-for-boys,11958608,       Uses for Boys ,Young Adult,Contemporary,1804,474,240,2013,938
4.41,female,"young-adult,",3433047,Sarah J. Maas ,/author/show/3433047.Sarah_J_Maas,2262328,243787,USA and Canada,4.47,https://www.goodreads.com/book/show/17167166-crown-of-midnight,17167166,       Crown of Midnight ,Fantasy,Young Adult,247824,23726,418,August 15th 2013,951
3.18,female,"health-mind-body,",284450,Tyra Banks ,/author/show/284450.Tyra_Banks,3075,726,USA and Canada,3.02,https://www.goodreads.com/book/show/9535351-modelland,9535351,       Modelland ,Fantasy,Young Adult,2444,613,570,2011,8138
3.73,female,"young-adult,",2884780,Malinda Lo ,/author/show/2884780.Malinda_Lo,67799,9414,Asia,3.62,https://www.goodreads.com/book/show/6472451-ash,6472451,       Ash ,Fantasy,Young Adult,28282,3091,264,2009,638
3.7,female,"young-adult,",5448974,Michelle K. Pickett ,/author/show/5448974.Michelle_K_Pickett,2795,380,USA and Canada,3.55,https://www.goodreads.com/book/show/13425802-pods,13425802,       PODs ,Science Fiction,Young Adult,1197,225,312,2013,952
3.33,female,"politics,nonfiction,",2040815,Sarah Palin ,/author/show/2040815.Sarah_Palin,13157,1496,USA and Canada,3.28,https://www.goodreads.com/book/show/6922622-going-rogue,6922622,       Going Rogue: An American Life ,Biography,Nonfiction,11119,1238,413,January 1st 2009,9721
4.22,female,"literature-fiction,",24655,Sharon Kay Penman ,/author/show/24655.Sharon_Kay_Penman,111352,7736,USA and Canada,4.3,https://www.goodreads.com/book/show/77449.Here_be_Dragons,77449,       Here be Dragons ,Historical,Fiction,19312,1269,704,1985,1467
4.42,female,"paranormal,",7734428,Karen  Lynch ,/author/show/7734428.Karen_Lynch,47459,3746,USA and Canada,4.3,https://www.goodreads.com/book/show/20427449-relentless,20427449,       Relentless ,Fantasy,Fantasy,17791,1362,288,2013,694
3.93,female,"young-adult,children-s,",3111339,Kim Harrington ,/author/show/3111339.Kim_Harrington,19751,2350,USA and Canada,3.98,https://www.goodreads.com/book/show/9396154-the-dead-and-buried,9396154,       The Dead and Buried ,Young Adult,Mystery,3299,579,295,2013,992
3.38,female,"nonfiction,",4443544,"Jenni ""Jwoww"" Farley ",/author/show/4443544.Jenni_Jwoww_Farley,688,68,Unknown,3.38,https://www.goodreads.com/book/show/9636127-the-rules-according-to-jwoww,9636127,       The Rules According to Jwoww ,Nonfiction,Autobiography,688,68,224,January 20th 2011,12425
4.24,female,"young-adult,paranormal,",7239827,Amber Forbes ,/author/show/7239827.Amber_Forbes,112,57,USA and Canada,4.19,https://www.goodreads.com/book/show/28055672-when-stars-die,28055672,       When Stars Die ,Young Adult,Fantasy,106,55,267,October 1st 2013,700
2.96,female,"nonfiction,",1823273,Tila Tequila ,/author/show/1823273.Tila_Tequila,80,7,Asia,2.96,https://www.goodreads.com/book/show/4347036-hooking-up-with-tila-tequila,4347036,"       Hooking Up With Tila Tequila: A Guide to Love, Fame, Happiness, Success, and Being the Life of the Party ",Nonfiction,Biography,80,7,170,2008,21660
4.01,female,"fiction,biography,",1413437,Elizabeth Gaskell ,/author/show/1413437.Elizabeth_Gaskell,244295,13873,Europe,4.13,https://www.goodreads.com/book/show/156538.North_and_South,156538,       North and South ,Classics,Fiction,126004,6270,521,January 1855,1884
3.97,female,"history,",31107,Diana Preston ,/author/show/31107.Diana_Preston,3785,463,Europe,4.0,https://www.goodreads.com/book/show/828180.Lusitania,828180,       Lusitania: An Epic Tragedy ,History,Nonfiction,586,78,544,2002,164
3.85,female,"romance,young-adult,",89439,Sophie Jordan ,/author/show/89439.Sophie_Jordan,198230,19698,USA and Canada,3.87,https://www.goodreads.com/book/show/6448470-firelight,6448470,       Firelight ,Fantasy,Young Adult,56994,4499,323,2010,894
4.14,female,"science-fiction-fantasy,historical-fiction,",8649,Juliet Marillier ,/author/show/8649.Juliet_Marillier,245863,18378,Oceania,4.32,https://www.goodreads.com/book/show/13927.Son_of_the_Shadows,13927,       Son of the Shadows ,Fantasy,Romance,25726,1248,608,September 1st 2000,2603
3.78,female,"young-adult,",1217665,Hannah Moskowitz ,/author/show/1217665.Hannah_Moskowitz,23339,4733,USA and Canada,3.82,https://www.goodreads.com/book/show/12024430-teeth,12024430,       Teeth ,Young Adult,Fantasy,3066,674,288,2013,1084
3.7,female,"middle-grade-and-up,",5832728,Kit Grindstaff ,/author/show/5832728.Kit_Grindstaff,363,86,Europe,3.7,https://www.goodreads.com/book/show/13641561-the-flame-in-the-mist,13641561,       The Flame in the Mist ,Fantasy,Childrens,363,86,464,2013,1092
2.97,female,"biographies-memoirs,",50303,Paris Hilton ,/author/show/50303.Paris_Hilton,1631,142,USA and Canada,2.92,https://www.goodreads.com/book/show/87564.Confessions_of_an_Heiress,87564,       Confessions of an Heiress: A Tongue-in-Chic Peek Behind the Pose ,Nonfiction,Biography,1520,133,192,2004,32189
4.15,female,"literature-fiction,",1194527,Mary Ann Shaffer ,/author/show/1194527.Mary_Ann_Shaffer,506024,47514,USA and Canada,4.15,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society,39832183,       The Guernsey Literary and Potato Peel Pie Society ,Historical,Fiction,505979,47511,288,July 10th 2008,2841
3.79,female,"young-adult,",1443712,Carrie Ryan ,/author/show/1443712.Carrie_Ryan,198285,23127,USA and Canada,3.59,https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,3432478,       The Forest of Hands and Teeth ,Young Adult,Horror,77385,8599,310,March 10th 2009,958
3.95,female,"children-s-books,",1949,Katherine Paterson ,/author/show/1949.Katherine_Paterson,462684,16895,Asia,3.84,https://www.goodreads.com/book/show/163465.The_Great_Gilly_Hopkins,163465,       The Great Gilly Hopkins ,Fiction,Childrens,19796,1152,148,March 29th 1978,192
3.72,female,"young-adult,",4416438,Jill Hathaway ,/author/show/4416438.Jill_Hathaway,8216,1330,USA and Canada,3.88,https://www.goodreads.com/book/show/13423265-impostor,13423265,       Impostor ,Young Adult,Fantasy,1358,210,278,2013,1094
3.97,female,"young-adult,children-s-books,",588558,Lisa Schroeder ,/author/show/588558.Lisa_Schroeder,47134,6320,Unknown,3.87,https://www.goodreads.com/book/show/13553217-falling-for-you,13553217,       Falling For You ,Young Adult,Romance,2828,382,355,2013,1184
3.6,female,"entertainment,",990148,Miley Cyrus ,/author/show/990148.Miley_Cyrus,10175,930,USA and Canada,3.5,https://www.goodreads.com/book/show/6263078-miles-to-go,6263078,       Miles to Go ,Biography,Nonfiction,8543,859,263,January 1st 2009,33147
3.8,female,"adult-new-adult-young-adult,",3342174,Lisa Desrochers ,/author/show/3342174.Lisa_Desrochers,30641,3307,USA and Canada,3.67,https://www.goodreads.com/book/show/7823600-personal-demons,7823600,       Personal Demons ,Young Adult,Paranormal,9740,906,365,2010,1030
3.83,female,"young-adult,",4824952,Zoraida Córdova ,/author/show/4824952.Zoraida_C_rdova,18552,4033,Unknown,3.95,https://www.goodreads.com/book/show/13092528-the-savage-blue,13092528,       The Savage Blue ,Young Adult,Mythology,950,110,416,2013,1219
4.13,female,"historical-fiction,",47499,Paullina Simons ,/author/show/47499.Paullina_Simons,141501,13635,Europe,4.11,https://www.goodreads.com/book/show/608216.The_Summer_Garden,608216,       The Summer Garden ,Historical,Romance,22200,1988,742,November 1st 2005,3278
3.89,female,"young-adult,",50873,L.J. Smith ,/author/show/50873.L_J_Smith,962107,31882,USA and Canada,3.68,https://www.goodreads.com/book/show/395871.The_Awakening_The_Struggle,395871,       The Awakening / The Struggle ,Young Adult,Paranormal,75003,3884,492,January 1st 2007,1068
3.91,female,"young-adult,",2096360,Aprilynne Pike ,/author/show/2096360.Aprilynne_Pike,174248,13354,USA and Canada,3.75,https://www.goodreads.com/book/show/5056084-wings,5056084,       Wings ,Fantasy,Young Adult,68875,4982,290,2009,1076
4.03,female,"young-adult,",3353516,Amy Plum ,/author/show/3353516.Amy_Plum,115808,10887,USA and Canada,4.21,https://www.goodreads.com/book/show/12700337-if-i-should-die,12700337,       If I Should Die ,Young Adult,Fantasy,16661,1492,405,2013,1231
4.04,female,"historical-fiction,",24556,Sara Gruen ,/author/show/24556.Sara_Gruen,1328999,70763,USA and Canada,4.08,https://www.goodreads.com/book/show/43641.Water_for_Elephants,43641,       Water for Elephants ,Fiction,Historical,1222346,57245,335,May 26th 2006,3348
3.98,female,"historical-fiction,",3620,Kathleen Winsor ,/author/show/3620.Kathleen_Winsor,16054,1052,USA and Canada,3.99,https://www.goodreads.com/book/show/5368.Forever_Amber,5368,       Forever Amber ,Historical,Fiction,15598,1013,972,1944,3401
3.94,female,"young-adult,",3486415,Amanda Hocking ,/author/show/3486415.Amanda_Hocking,408372,29147,USA and Canada,3.88,https://www.goodreads.com/book/show/12180581-switched,12180581,       Switched ,Fantasy,Young Adult,84630,6610,304,2010,1117
3.76,female,"young-adult,literature-fiction,",927454,Amber Kizer ,/author/show/927454.Amber_Kizer,14483,1305,USA and Canada,3.71,https://www.goodreads.com/book/show/5843145-meridian,5843145,       Meridian ,Young Adult,Fantasy,9029,620,320,2009,1214
4.12,female,"literature-fiction,",3406550,Josephine Angelini ,/author/show/3406550.Josephine_Angelini,148420,12786,USA and Canada,4.24,https://www.goodreads.com/book/show/7849034-goddess,7849034,       Goddess ,Fantasy,Fantasy,26231,1916,421,March 1st 2013,1380
4.21,female,"historical-fiction,",41193,Sara Donati ,/author/show/41193.Sara_Donati,94986,5585,USA and Canada,4.11,https://www.goodreads.com/book/show/72854.Into_the_Wilderness,72854,       Into the Wilderness ,Historical,Romance,31713,2028,876,August 3rd 1998,4005
3.78,female,"young-adult-paranormal-romance,paranormal-fiction,romance,",696372,Alexandra Adornetto ,/author/show/696372.Alexandra_Adornetto,110033,7400,Oceania,3.67,https://www.goodreads.com/book/show/7778981-halo,7778981,       Halo ,Paranormal,Young Adult,60907,4290,485,January 1st 2010,1275
4.04,female,"science-fiction-fantasy,young-adult,",415967,Rachel Vincent ,/author/show/415967.Rachel_Vincent,314997,22112,USA and Canada,4.31,https://www.goodreads.com/book/show/13508069-with-all-my-soul,13508069,       With All My Soul ,Young Adult,Fantasy,8439,822,377,March 19th 2013,1380
4.04,female,"historical-fiction,",36346,Jennifer Donnelly ,/author/show/36346.Jennifer_Donnelly,164712,19311,USA and Canada,4.3,https://www.goodreads.com/book/show/396266.The_Winter_Rose,396266,       The Winter Rose ,Historical,Romance,17945,1307,736,2006,4007
3.93,female,"literature-fiction,",861,Jean M. Auel ,/author/show/861.Jean_M_Auel,451660,15487,USA and Canada,4.03,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,40611463,       The Clan of the Cave Bear ,Historical,Fiction,204097,5758,512,May 4th 1980,4299
3.81,female,"fantasy,",4788613,Rebecca A. Rogers ,/author/show/4788613.Rebecca_A_Rogers,7564,424,USA and Canada,3.99,https://www.goodreads.com/book/show/11274084-blood-moon,11274084,       Blood Moon ,Shapeshifters,Fantasy,833,31,250,2013,1468
3.98,female,"young-adult,",1330292,Maggie Stiefvater ,/author/show/1330292.Maggie_Stiefvater,1303894,124832,USA and Canada,3.68,https://www.goodreads.com/book/show/3112850-lament,3112850,       Lament: The Faerie Queen's Deception ,Fantasy,Young Adult,30247,2813,325,2008,2192
4.25,female,"mystery,",7150857,Angel Sefer ,/author/show/7150857.Angel_Sefer,750,183,Europe,3.97,https://www.goodreads.com/book/show/18132276-spellbound-in-his-arms,18132276,       Spellbound in His Arms ,Mystery,Romance,335,71,194,2013,1495
3.88,female,"children-s-books,young-adult,",345630,Carrie Jones ,/author/show/345630.Carrie_Jones,154461,8945,USA and Canada,3.71,https://www.goodreads.com/book/show/4070493-need,4070493,       Need ,Young Adult,Fantasy,57840,3658,306,2008,2244
3.6,female,"literature-fiction,",5351849,Betsy Cornwell ,/author/show/5351849.Betsy_Cornwell,6137,1350,USA and Canada,3.63,https://www.goodreads.com/book/show/13112921-tides,13112921,       Tides ,Fantasy,Young Adult,1138,193,304,2013,1563
3.84,female,"young-adult,",2526,Libba Bray ,/author/show/2526.Libba_Bray,562273,48641,USA and Canada,3.79,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,3682,       A Great and Terrible Beauty ,Young Adult,Fantasy,192249,9409,403,2003,2719
4.06,female,"young-adult,",7558024,Taylor Ann Bunker ,/author/show/7558024.Taylor_Ann_Bunker,174,57,USA and Canada,3.81,https://www.goodreads.com/book/show/19464292-witch-in-the-woods,19464292,       Witch in the Woods ,Fantasy,Paranormal,110,25,204,2013,1686
3.49,female,"young-adult,historical-fiction,",1692594,Jane Nickerson ,/author/show/1692594.Jane_Nickerson,7037,1156,USA and Canada,3.47,https://www.goodreads.com/book/show/13721341-strands-of-bronze-and-gold,13721341,       Strands of Bronze and Gold ,Young Adult,Historical,5633,900,352,March 6th 2013,1759
3.69,female,"young-adult,",200317,Alyson Noel ,/author/show/200317.Alyson_Noel,660813,29294,USA and Canada,3.59,https://www.goodreads.com/book/show/3975774-evermore,3975774,       Evermore ,Young Adult,Fantasy,246910,9502,301,2009,5075
4.01,female,"young-adult,",5186274,A.G. Howard ,/author/show/5186274.A_G_Howard,101636,16230,Unknown,3.95,https://www.goodreads.com/book/show/12558285-splintered,12558285,       Splintered ,Fantasy,Young Adult,46327,7172,400,2013,1776
3.82,female,"young-adult,",5046440,L.S. Murphy ,/author/show/5046440.L_S_Murphy,521,191,Unknown,3.65,https://www.goodreads.com/book/show/13504857-reaper,13504857,       Reaper ,Fantasy,Young Adult,223,69,212,December 29th 2012,1799
3.81,female,"young-adult,",79589,Alex Flinn ,/author/show/79589.Alex_Flinn,231547,16705,USA and Canada,3.84,https://www.goodreads.com/book/show/544891.Beastly,544891,       Beastly ,Young Adult,Fantasy,163520,8862,304,2007,5186
3.97,female,"paranormal-romance,",4810094,Kiersten Fay ,/author/show/4810094.Kiersten_Fay,9035,1027,Unknown,3.78,https://www.goodreads.com/book/show/15830433-demon-untamed,15830433,       Demon Untamed ,Romance,Fantasy,622,50,344,April 15th 2013,1846
4.02,female,"nonfiction,",110306,Jeanne Marie Laskas ,/author/show/110306.Jeanne_Marie_Laskas,6616,1233,USA and Canada,4.04,https://www.goodreads.com/book/show/25387552-concussion,25387552,       Concussion ,Nonfiction,Sports and Games,2880,522,288,October 6th 2015,432
4.05,female,"young-adult,",56224,Ally Carter ,/author/show/56224.Ally_Carter,680808,43809,USA and Canada,4.28,https://www.goodreads.com/book/show/13580928-perfect-scoundrels,13580928,       Perfect Scoundrels ,Young Adult,Mystery,22499,1778,328,2013,1965
3.84,female,"young-adult,",4692856,Kristen Simmons ,/author/show/4692856.Kristen_Simmons,47568,4998,USA and Canada,4.0,https://www.goodreads.com/book/show/13188615-breaking-point,13188615,       Breaking Point ,Science Fiction,Young Adult,10068,671,400,2013,2003
3.95,female,"fiction,romance,historical-fiction,",86241,Edna Ferber ,/author/show/86241.Edna_Ferber,13543,1413,USA and Canada,4.01,https://www.goodreads.com/book/show/257443.So_Big,257443,       So Big ,Fiction,Classics,7349,688,376,1924,449
4.23,female,"young-adult,",5360335,Amie Kaufman ,/author/show/5360335.Amie_Kaufman,224615,46351,Oceania,3.92,https://www.goodreads.com/book/show/13138635-these-broken-stars,13138635,       These Broken Stars ,Young Adult,Science Fiction,54226,7832,384,2013,2030
4.01,female,"young-adult,",164576,Suzanne Young ,/author/show/164576.Suzanne_Young,83827,11308,USA and Canada,4.06,https://www.goodreads.com/book/show/11366397-the-program,11366397,       The Program ,Young Adult,Science Fiction,38391,5047,405,2013,2224
3.78,female,"literature-fiction,children-s-books,",16304,Julianna Baggott ,/author/show/16304.Julianna_Baggott,46959,6177,Unknown,4.03,https://www.goodreads.com/book/show/9752754-fuse,9752754,       Fuse ,Science Fiction,Young Adult,8056,856,480,2013,2469
3.53,female,"young-adult,",5070015,Kristin Halbrook ,/author/show/5070015.Kristin_Halbrook,2825,496,USA and Canada,3.46,https://www.goodreads.com/book/show/12144569-nobody-but-us,12144569,       Nobody But Us ,Young Adult,Contemporary,1819,350,272,January 1st 2013,2639
4.0,female,"young-adult,",4737213,Jennifer Rush ,/author/show/4737213.Jennifer_Rush,32568,3692,USA and Canada,4.03,https://www.goodreads.com/book/show/10859509-altered,10859509,       Altered ,Young Adult,Science Fiction,18064,2179,323,2013,2641
3.85,female,"fantasy,",4629065,Amber Argyle ,/author/show/4629065.Amber_Argyle,9914,1597,USA and Canada,3.63,https://www.goodreads.com/book/show/15829917-winter-queen,15829917,       Winter Queen ,Fantasy,Young Adult,1090,187,254,March 18th 2013,2736
4.18,female,"young-adult,",4951964,Shelly Crane ,/author/show/4951964.Shelly_Crane,161722,8999,USA and Canada,4.12,https://www.goodreads.com/book/show/35534230-significance,35534230,       Significance ,Fantasy,Young Adult,39916,2772,387,,712
3.77,female,"young-adult,",5108399,Megan Shepherd ,/author/show/5108399.Megan_Shepherd,47958,8733,Unknown,3.68,https://www.goodreads.com/book/show/12291438-the-madman-s-daughter,12291438,       The Madman’s Daughter ,Young Adult,Historical,20554,3486,420,2013,2810
3.93,female,"young-adult,",2755160,Kimberly Derting ,/author/show/2755160.Kimberly_Derting,143230,13156,Unknown,3.73,https://www.goodreads.com/book/show/12631512-the-essence,12631512,       The Essence ,Science Fiction,Fantasy,7526,589,341,2013,2878
4.09,female,"science-fiction-fantasy,mystery-thrillers,",7581,Kelley Armstrong ,/author/show/7581.Kelley_Armstrong,1130904,59371,Unknown,4.12,https://www.goodreads.com/book/show/11864728-the-rising,11864728,       The Rising ,Young Adult,Fantasy,20776,1562,406,January 1st 2013,2887
3.76,female,"young-adult,",5054179,Miriam Forster ,/author/show/5054179.Miriam_Forster,5973,815,USA and Canada,3.71,https://www.goodreads.com/book/show/12084278-city-of-a-thousand-dolls,12084278,       City of a Thousand Dolls ,Fantasy,Young Adult,4763,648,359,2013,2984
3.61,female,"humor,",6841,Liz Tuccillo ,/author/show/6841.Liz_Tuccillo,64824,4225,Unknown,3.21,https://www.goodreads.com/book/show/542592.How_to_Be_Single,542592,       How to Be Single ,Womens Fiction,Fiction,6815,890,404,2008,977
3.85,female,"fiction,",7353473,Laura Lane McNeal ,/author/show/7353473.Laura_Lane_McNeal,10481,1566,USA and Canada,3.85,https://www.goodreads.com/book/show/18693929-dollbaby,18693929,       Dollbaby ,Historical,Fiction,10481,1566,337,2014,1047
3.9,female,"young-adult,literature-fiction,",2936493,Lauren Oliver ,/author/show/2936493.Lauren_Oliver,1158564,95467,USA and Canada,3.75,https://www.goodreads.com/book/show/9593913-requiem,9593913,       Requiem ,Young Adult,Science Fiction,117298,12669,391,2013,3906
3.56,female,"literature-nonfiction,",6637,Diane Ackerman ,/author/show/6637.Diane_Ackerman,78115,10547,USA and Canada,3.45,https://www.goodreads.com/book/show/32722510-the-zookeeper-s-wife,32722510,       The Zookeeper's Wife ,Nonfiction,History,63119,8849,384,September 17th 2007,1301
3.94,female,"humor-and-comedy,",7085837,Allison Hawn ,/author/show/7085837.Allison_Hawn,414,108,USA and Canada,3.89,https://www.goodreads.com/book/show/17909430-life-is-a-circus-run-by-a-platypus,17909430,       Life is a Circus Run by a Platypus ,Humor,Nonfiction,257,69,142,2013,4886
3.86,female,"young-adult,",4774653,Erin Bowman ,/author/show/4774653.Erin_Bowman,26837,4661,Unknown,3.76,https://www.goodreads.com/book/show/11044367-taken,11044367,       Taken ,Young Adult,Science Fiction,11140,1385,360,2013,5004
3.32,female,"historical-romance,",4606082,K.C. Hilton ,/author/show/4606082.K_C_Hilton,2860,546,USA and Canada,3.13,https://www.goodreads.com/book/show/13641748-my-name-is-rapunzel,13641748,       My Name Is Rapunzel ,Romance,Fantasy,1867,327,322,October 26th 2013,5194
3.92,female,"young-adult,",3509782,Bridget Zinn ,/author/show/3509782.Bridget_Zinn,9818,1320,USA and Canada,3.92,https://www.goodreads.com/book/show/8113512-poison,8113512,       Poison ,Fantasy,Young Adult,9818,1320,276,2013,5727
4.14,female,"young-adult,science-fiction-fantasy,",3099544,Victoria Schwab ,/author/show/3099544.Victoria_Schwab,332165,56008,Unknown,4.01,https://www.goodreads.com/book/show/10929432-the-archived,10929432,       The Archived ,Fantasy,Young Adult,21043,3903,321,2013,6124
3.89,female,"young-adult,",3027554,Kiersten White ,/author/show/3027554.Kiersten_White,267693,34041,Unknown,3.62,https://www.goodreads.com/book/show/12578294-mind-games,12578294,       Mind Games ,Young Adult,Fantasy,11755,1814,237,February 19th 2013,8390
4.16,female,"science-fiction,",4637539,Tahereh Mafi ,/author/show/4637539.Tahereh_Mafi,629527,72040,USA and Canada,4.27,https://www.goodreads.com/book/show/13104080-unravel-me,13104080,       Unravel Me ,Young Adult,Science Fiction,140993,13396,461,2013,14468
4.18,female,"children-s-books,",5300,Laura Ingalls Wilder ,/author/show/5300.Laura_Ingalls_Wilder,1049306,22463,USA and Canada,4.19,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek,7882,       On the Banks of Plum Creek ,Classics,Historical,84186,1470,358,1937,1129
4.2,female,"children-s-books,literature-fiction,",5350,L.M. Montgomery ,/author/show/5350.L_M_Montgomery,1396664,43708,USA and Canada,4.11,https://www.goodreads.com/book/show/773507.Emily_s_Quest,773507,       Emily's Quest ,Classics,Fiction,15516,606,228,1927,1134
3.88,female,"literature-fiction,short-stories,cooking-food-wine,",1262010,Annie Proulx ,/author/show/1262010.Annie_Proulx,218894,13507,USA and Canada,3.85,https://www.goodreads.com/book/show/7354.The_Shipping_News,7354,       The Shipping News ,Fiction,Contemporary,120513,4485,337,1993,1185
3.82,female,"literature-fiction,",881203,Willa Cather ,/author/show/881203.Willa_Cather,220436,15820,USA and Canada,3.86,https://www.goodreads.com/book/show/140963.O_Pioneers_,140963,       O Pioneers! ,Classics,Fiction,41193,2680,159,1913,1517
4.17,female,"historical-fiction,romance,memoir,",4917067,Colleen McCullough ,/author/show/4917067.Colleen_McCullough,379198,10665,Oceania,4.23,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,3412,       The Thorn Birds ,Fiction,Historical,289868,5145,692,April 1977,1655
3.86,female,"fiction,poetry,",8249,Anne Brontë ,/author/show/8249.Anne_Bront_,130516,6409,Europe,3.93,https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall,337113,       The Tenant of Wildfell Hall ,Classics,Fiction,77661,3508,542,June 1848,1768
4.01,female,"children-s-books,literature-fiction,",5325,Carol Ryrie Brink ,/author/show/5325.Carol_Ryrie_Brink,46657,1950,USA and Canada,4.0,https://www.goodreads.com/book/show/205821.Caddie_Woodlawn,205821,       Caddie Woodlawn ,Historical,Childrens,41325,1287,288,1935,2104
3.98,female,"literature-fiction,",52627,Olive Ann Burns ,/author/show/52627.Olive_Ann_Burns,96851,4090,USA and Canada,4.01,https://www.goodreads.com/book/show/40389231-cold-sassy-tree,40389231,       Cold Sassy Tree ,Fiction,Historical,93380,3700,391,1984,2103
4.0,female,"fantasy,science-fiction,",4841825,Marion Zimmer Bradley ,/author/show/4841825.Marion_Zimmer_Bradley,411965,12133,USA and Canada,4.12,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,40605251,       The Mists of Avalon ,Fantasy,Fiction,174712,6129,884,December 21st 1982,2164
4.0,female,"literature-fiction,nonfiction,",3541,Barbara Kingsolver ,/author/show/3541.Barbara_Kingsolver,1187327,68582,USA and Canada,3.99,https://www.goodreads.com/book/show/14249.Prodigal_Summer,14249,       Prodigal Summer ,Fiction,Contemporary,87238,5679,444,2000,2212
4.02,female,"literature-fiction,children-s-books,",6208,Dodie Smith ,/author/show/6208.Dodie_Smith,108610,8673,Europe,4.0,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,31122,       I Capture the Castle ,Fiction,Classics,73461,7389,343,1948,2217
4.21,female,"religion-spirituality,nonfiction,",11237,Catherine Marshall ,/author/show/11237.Catherine_Marshall,62517,2184,USA and Canada,4.22,https://www.goodreads.com/book/show/35879889-christy,35879889,       Christy ,Fiction,Historical,46455,1588,512,January 1st 1967,2319
