author_average_rating,author_gender,author_genres,author_id,author_name,author_page_url,author_rating_count,author_review_count,birthplace,book_average_rating,book_fullurl,book_id,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
4.01,female,"historical-fiction,",74489,Victoria Thompson ,/author/show/74489.Victoria_Thompson,74399,6268,USA and Canada,4.02,https://www.goodreads.com/book/show/686717.Murder_on_St_Mark_s_Place,686717,       Murder on St. Mark's Place ,Mystery,Historical,5260,375,277,2000,3230
4.0,female,"romance,",5618190,Mimi Jean Pamfiloff ,/author/show/5618190.Mimi_Jean_Pamfiloff,76496,7975,USA and Canada,3.99,https://www.goodreads.com/book/show/27833684-tailored-for-trouble,27833684,       Tailored for Trouble ,Romance,Contemporary,2151,391,354,2016,4585
4.1,female,"young-adult,fantasy,",36122,Patricia C. Wrede ,/author/show/36122.Patricia_C_Wrede,291013,13453,USA and Canada,4.01,https://www.goodreads.com/book/show/64207.Sorcery_Cecelia,64207,       Sorcery & Cecelia: or The Enchanted Chocolate Pot ,Fantasy,Young Adult,17051,1890,326,April 15th 1988,2105
4.16,female,"romance,",4833990,Jillian Dodd ,/author/show/4833990.Jillian_Dodd,110522,9451,Unknown,3.95,https://www.goodreads.com/book/show/34804503-stalk-me,34804503,       Stalk Me ,Young Adult,Romance,11684,1107,327,August 20th 2012,2396
3.94,female,"nonfiction,",7956,Mary Roach ,/author/show/7956.Mary_Roach,321197,29747,USA and Canada,3.84,https://www.goodreads.com/book/show/5981308-bonk,5981308,       Bonk: The Curious Coupling of Science and Sex ,Nonfiction,Science,45963,4268,319,2008,2054
3.78,female,"fantasy,",155651,Nancy Baker ,/author/show/155651.Nancy_Baker,1019,104,USA and Canada,3.77,https://www.goodreads.com/book/show/266600.Kiss_of_the_Vampire,266600,       Kiss of the Vampire ,Paranormal,Horror,594,42,278,January 1st 1993,1311
4.08,female,"young-adult,",274533,Simone Elkeles ,/author/show/274533.Simone_Elkeles,481114,25166,USA and Canada,4.01,https://www.goodreads.com/book/show/544424.Leaving_Paradise,544424,       Leaving Paradise ,Young Adult,Romance,40093,2375,303,April 1st 2007,1994
4.03,female,"romance,literature-fiction,",27847,Lisa Kleypas ,/author/show/27847.Lisa_Kleypas,800760,50323,USA and Canada,4.25,https://www.goodreads.com/book/show/114166.Devil_in_Winter,114166,       Devil in Winter ,Romance,Romance,48639,3046,368,2006,7874
4.26,female,"fiction,science-fiction-fantasy,",153394,Suzanne Collins ,/author/show/153394.Suzanne_Collins,10212155,370569,USA and Canada,4.03,https://www.goodreads.com/book/show/7260188-mockingjay,7260188,       Mockingjay ,Young Adult,Science Fiction,2034222,98584,392,2010,12662
4.1,female,"gay-and-lesbian,",7851984,Zarah Detand ,/author/show/7851984.Zarah_Detand,1926,264,Unknown,4.22,https://www.goodreads.com/book/show/20816370-pull-me-under,20816370,       Pull Me Under ,Romance,Sports and Games,1279,175,359,2014,2373
3.98,female,"romance,",5771850,Kendall McKenna ,/author/show/5771850.Kendall_McKenna,9655,1474,USA and Canada,4.25,https://www.goodreads.com/book/show/18221995-strength-of-the-mate,18221995,       Strength of the Mate ,Romance,War,1374,166,356,2014,2374
4.15,female,"gay-lesbian,",4968409,Rhys Ford ,/author/show/4968409.Rhys_Ford,47018,7768,USA and Canada,4.25,https://www.goodreads.com/book/show/40983132-tequila-mockingbird,40983132,       Tequila Mockingbird ,Romance,Contemporary,2285,295,250,June 26th 2014,2383
3.93,female,"gay-lesbian,",1427650,Megan Derr ,/author/show/1427650.Megan_Derr,86647,7924,USA and Canada,3.87,https://www.goodreads.com/book/show/17900911-of-last-resort,17900911,       Of Last Resort ,Fantasy,Romance,1138,112,235,July 24th 2013,2388
3.78,female,"gay-lesbian,",2746690,K.A. Mitchell ,/author/show/2746690.K_A_Mitchell,37469,4011,USA and Canada,3.55,https://www.goodreads.com/book/show/18742420-bad-influence,18742420,       Bad Influence ,Romance,Contemporary,991,155,295,2014,2807
3.81,female,"gay-lesbian,romance,",3185029,L.A. Witt ,/author/show/3185029.L_A_Witt,80131,13674,USA and Canada,3.9,https://www.goodreads.com/book/show/19292809-payoff,19292809,       Payoff ,Romance,Romance,815,173,47,February 1st 2014,2885
4.03,female,"gay-and-lesbian,",6608731,Amy Rae Durreson ,/author/show/6608731.Amy_Rae_Durreson,5530,1223,Europe,4.04,https://www.goodreads.com/book/show/19547844-reawakening,19547844,       Reawakening ,Fantasy,Romance,702,108,260,January 16th 2014,2906
3.93,female,"gay-and-lesbian,romance,",6576876,K.C. Wells ,/author/show/6576876.K_C_Wells,34785,5550,Unknown,4.0,https://www.goodreads.com/book/show/20653710-personal-secrets,20653710,       Personal Secrets ,Romance,Contemporary,819,96,285,February 10th 2014,2961
4.04,female,"gay-and-lesbian,",7132113,Indra Vaughn ,/author/show/7132113.Indra_Vaughn,4819,1208,Europe,3.83,https://www.goodreads.com/book/show/20529031-the-house-on-hancock-hill,20529031,       The House on Hancock Hill ,Romance,Contemporary,405,111,220,February 6th 2014,2995
4.06,female,"gay-lesbian,",6425833,Leta Blake ,/author/show/6425833.Leta_Blake,21818,4398,Unknown,3.91,https://www.goodreads.com/book/show/22034261-the-river-leith,22034261,       The River Leith ,Romance,Contemporary,1291,301,173,2014,3172
3.98,female,"gay-lesbian,",3173295,Heidi Cullinan ,/author/show/3173295.Heidi_Cullinan,58811,9801,USA and Canada,3.83,https://www.goodreads.com/book/show/18170925-tough-love,18170925,       Tough Love ,Romance,Erotica,1196,234,312,2014,3326
4.03,female,"science-fiction-fantasy,",151973,Amy Lane ,/author/show/151973.Amy_Lane,110984,15742,Unknown,4.47,https://www.goodreads.com/book/show/22735684-beneath-the-stain,22735684,       Beneath the Stain ,Romance,Romance,1913,427,350,August 29th 2014,3385
3.83,female,"romance,",4541791,Tara Lain ,/author/show/4541791.Tara_Lain,27322,4566,USA and Canada,3.86,https://www.goodreads.com/book/show/20798492-wolf-in-gucci-loafers,20798492,       Wolf in Gucci Loafers ,Romance,Fantasy,1011,139,235,April 15th 2014,3495
4.18,female,"gay-romance,",5621569,Charlie Cochet ,/author/show/5621569.Charlie_Cochet,60011,9735,Latin America,4.38,https://www.goodreads.com/book/show/22714908-rack-ruin,22714908,       Rack & Ruin ,Romance,Fantasy,4514,599,206,2014,3620
4.03,female,"romance,",3152411,Mary Calmes ,/author/show/3152411.Mary_Calmes,153564,16417,USA and Canada,3.84,https://www.goodreads.com/book/show/20822778-control,20822778,       Control ,Romance,Fantasy,1791,255,220,April 17th 2014,3686
4.23,female,"gay-lesbian,",5828499,Jaime Reese ,/author/show/5828499.Jaime_Reese,11075,1761,Unknown,4.19,https://www.goodreads.com/book/show/15712796-a-hunted-man,15712796,       A Hunted Man ,Romance,Contemporary,2243,298,379,April 27th 2014,3822
3.99,female,"gay-lesbian,",1366040,Keira Andrews ,/author/show/1366040.Keira_Andrews,32941,7088,USA and Canada,4.19,https://www.goodreads.com/book/show/22913988-a-forbidden-rumspringa,22913988,       A Forbidden Rumspringa ,Romance,Romance,2337,514,231,August 31st 2014,3949
3.99,female,"gay-and-lesbian,",7125719,Lane Hayes ,/author/show/7125719.Lane_Hayes,22722,3910,USA and Canada,3.99,https://www.goodreads.com/book/show/20338332-better-than-chance,20338332,       Better Than Chance ,Romance,Contemporary,1721,227,200,January 21st 2014,4065
4.01,female,"romance,gay-and-lesbian,",8073851,Renae Kaye ,/author/show/8073851.Renae_Kaye,18217,3078,Oceania,4.23,https://www.goodreads.com/book/show/23004152-the-shearing-gun,23004152,       The Shearing Gun ,Romance,Contemporary,2174,394,214,September 14th 2014,4195
4.03,female,"contemporary,",5893561,Garrett Leigh ,/author/show/5893561.Garrett_Leigh,24844,5180,Europe,4.02,https://www.goodreads.com/book/show/42432382-only-love,42432382,       Only Love ,Romance,War,1866,329,274,April 10th 2014,4281
4.19,female,"gay-and-lesbian,",5819370,N.R. Walker ,/author/show/5819370.N_R_Walker,97218,16052,Unknown,4.39,https://www.goodreads.com/book/show/22957237-red-dirt-heart-2,22957237,       Red Dirt Heart 2 ,Romance,Romance,2829,445,352,2014,4459
4.05,female,"romance,gay-and-lesbian,",8119001,S.E. Harmon ,/author/show/8119001.S_E_Harmon,6400,1205,Unknown,3.91,https://www.goodreads.com/book/show/21840816-stay-with-me,21840816,       Stay with Me ,Romance,Contemporary,2403,365,290,2014,4496
4.18,female,"gay-and-lesbian,",7354860,A.E. Via ,/author/show/7354860.A_E_Via,29942,4004,USA and Canada,3.94,https://www.goodreads.com/book/show/25784634-nothing-special,25784634,       Nothing Special ,Romance,Romance,3807,498,255,2014,4510
4.03,female,"horror,gay-lesbian,",268722,Jordan Castillo Price ,/author/show/268722.Jordan_Castillo_Price,66745,8887,USA and Canada,4.35,https://www.goodreads.com/book/show/20803627-forget-me-not,20803627,       Forget Me Not ,Romance,Science Fiction,778,176,171,February 18th 2014,5163
4.28,female,"romance,",4318269,Nicole Edwards ,/author/show/4318269.Nicole_Edwards,148458,13307,USA and Canada,4.46,https://www.goodreads.com/book/show/17305049-ethan,17305049,       Ethan ,Romance,Adult Fiction,6554,708,688,2014,5280
3.75,female,"gay-lesbian,",2980235,J.L. Merrow ,/author/show/2980235.J_L_Merrow,37517,6249,Unknown,3.97,https://www.goodreads.com/book/show/18989149-relief-valve,18989149,       Relief Valve ,Romance,Mystery,1879,280,357,2014,5553
3.98,female,"romance,",7020231,Eli Easton ,/author/show/7020231.Eli_Easton,51464,9688,USA and Canada,4.15,https://www.goodreads.com/book/show/22370569-the-mating-of-michael,22370569,       The Mating of Michael ,Romance,Disability,2682,493,240,June 29th 2014,5704
3.75,female,"gay-lesbian,",6445292,Amelia C. Gormley ,/author/show/6445292.Amelia_C_Gormley,6496,1538,USA and Canada,3.88,https://www.goodreads.com/book/show/18460726-strain,18460726,       Strain ,Romance,Erotica,1636,296,375,February 15th 2014,6073
4.0,female,"romance,",3080608,Joanna Chambers ,/author/show/3080608.Joanna_Chambers,15598,3063,Unknown,4.34,https://www.goodreads.com/book/show/34969217-enlightened,34969217,       Enlightened ,Historical,Romance,1747,299,184,2014,6842
4.02,female,"romance,",4595087,S.E. Jakes ,/author/show/4595087.S_E_Jakes,33667,4111,USA and Canada,4.3,https://www.goodreads.com/book/show/20699996-daylight-again,20699996,       Daylight Again ,Romance,War,2530,322,265,May 2nd 2014,9168
4.26,female,"gay-lesbian,",1122775,Abigail Roux ,/author/show/1122775.Abigail_Roux,135482,15558,USA and Canada,4.11,https://www.goodreads.com/book/show/17736067-ball-chain,17736067,       Ball & Chain ,Romance,Romance,6833,1009,288,March 9th 2014,16237
4.04,female,"science-fiction-fantasy,young-adult,",445303,Maria V. Snyder ,/author/show/445303.Maria_V_Snyder,459950,35867,USA and Canada,3.82,https://www.goodreads.com/book/show/7059135-inside-out,7059135,       Inside Out ,Young Adult,Science Fiction,23024,1920,320,January 1st 2010,8671
3.95,female,"science-fiction-fantasy,mystery-thrillers,",20560,Sheri S. Tepper ,/author/show/20560.Sheri_S_Tepper,60918,3443,USA and Canada,4.05,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,104344,       The Gate to Women's Country ,Science Fiction,Fiction,11188,684,315,November 1st 1987,9019
4.01,female,"literature-fiction,",2786093,Emily St. John Mandel ,/author/show/2786093.Emily_St_John_Mandel,255229,31929,USA and Canada,4.03,https://www.goodreads.com/book/show/20170404-station-eleven,20170404,       Station Eleven ,Fiction,Science Fiction,241011,29749,336,2014,17354
3.94,female,"science-fiction-fantasy,romance,",835348,Ann Aguirre ,/author/show/835348.Ann_Aguirre,195190,18552,USA and Canada,3.92,https://www.goodreads.com/book/show/7137327-enclave,7137327,       Enclave ,Science Fiction,Young Adult,61672,4920,259,2011,21519
4.16,female,"science-fiction-fantasy,",29535,Octavia E. Butler ,/author/show/29535.Octavia_E_Butler,252639,25324,USA and Canada,4.15,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,52397,       Parable of the Sower ,Science Fiction,Fiction,38838,3853,345,October 1993,22363
4.05,female,"science-fiction-fantasy,young-adult,",874602,Ursula K. Le Guin ,/author/show/874602.Ursula_K_Le_Guin,824980,45633,USA and Canada,4.2,https://www.goodreads.com/book/show/13651.The_Dispossessed,13651,       The Dispossessed ,Science Fiction,Fiction,68558,4150,387,May 1974,26539
3.88,female,"young-adult,science-fiction-fantasy,",4018722,Beth Revis ,/author/show/4018722.Beth_Revis,214575,23572,USA and Canada,3.77,https://www.goodreads.com/book/show/8235178-across-the-universe,8235178,       Across the Universe ,Young Adult,Science Fiction,106247,10035,399,2011,29883
4.02,female,"science-fiction-fantasy,young-adult,",8360,Nancy Farmer ,/author/show/8360.Nancy_Farmer,123724,10203,USA and Canada,4.1,https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,13376,       The House of the Scorpion ,Young Adult,Science Fiction,70580,5919,380,2002,30155
3.75,female,"literature-fiction,philosophy,",432,Ayn Rand ,/author/show/432.Ayn_Rand,787974,38637,Europe,3.68,https://www.goodreads.com/book/show/662.Atlas_Shrugged,662,       Atlas Shrugged ,Fiction,Classics,324357,15864,1168,1957,32573
3.72,female,"crime,mystery,suspense,",17452454,P.D. James ,/author/show/17452454.P_D_James,329454,23755,Europe,3.68,https://www.goodreads.com/book/show/41913.The_Children_of_Men,41913,       The Children of Men ,Fiction,Science Fiction,35286,2698,241,1992,33515
3.83,female,"science-fiction-fantasy,",1318,Susan Beth Pfeffer ,/author/show/1318.Susan_Beth_Pfeffer,180909,16831,USA and Canada,3.89,https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,213753,       Life As We Knew It ,Young Adult,Science Fiction,105209,9049,337,2006,48468
4.0,female,"literature-fiction,",3472,Margaret Atwood ,/author/show/3472.Margaret_Atwood,1925727,122708,USA and Canada,4.01,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,46756,       Oryx and Crake ,Fiction,Science Fiction,190952,11814,389,April 22nd 2003,95619
3.69,female,"young-adult,",200317,Alyson Noel ,/author/show/200317.Alyson_Noel,660729,29294,USA and Canada,3.59,https://www.goodreads.com/book/show/3975774-evermore,3975774,       Evermore ,Young Adult,Fantasy,246890,9502,301,2009,13084
3.91,female,"science-fiction-fantasy,",15873,Cornelia Funke ,/author/show/15873.Cornelia_Funke,704947,30005,Europe,3.96,https://www.goodreads.com/book/show/100464.Dragon_Rider,100464,       Dragon Rider ,Fantasy,Fantasy,73386,2272,527,February 1st 1997,15248
4.45,female,"fiction,",1077326,J.K. Rowling ,/author/show/1077326.J_K_Rowling,21098703,516169,Europe,4.74,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,862041,       Harry Potter Series Box Set ,Fantasy,Young Adult,224432,6881,4100,2007,15445
4.13,female,"literature-fiction,mystery-thrillers,",2001717,Daphne du Maurier ,/author/show/2001717.Daphne_du_Maurier,496484,30160,Europe,4.22,https://www.goodreads.com/book/show/17899948-rebecca,17899948,       Rebecca ,Classics,Fiction,376064,18329,449,August 1938,15851
3.82,female,"young-adult,",21911,Melissa de la Cruz ,/author/show/21911.Melissa_de_la_Cruz,594206,31552,Unknown,3.95,https://www.goodreads.com/book/show/6267237-the-van-alen-legacy,6267237,       The Van Alen Legacy ,Paranormal,Young Adult,62718,1521,369,2009,18890
4.11,female,"fiction,romance,",1265,Jane Austen ,/author/show/1265.Jane_Austen,5182376,141593,Europe,4.55,https://www.goodreads.com/book/show/14905.The_Complete_Novels,14905,       The Complete Novels ,Romance,Classics,23605,618,1344,January 28th 1813,19609
3.97,female,"literature-fiction,",7128,Jodi Picoult ,/author/show/7128.Jodi_Picoult,3288833,196552,USA and Canada,3.97,https://www.goodreads.com/book/show/3720975-handle-with-care,3720975,       Handle with Care ,Fiction,Contemporary,103721,7833,453,2009,21020
3.42,female,"literature-fiction,contemporary,",10465,Kate Jacobs ,/author/show/10465.Kate_Jacobs,98039,12147,Unknown,3.42,https://www.goodreads.com/book/show/17204.The_Friday_Night_Knitting_Club,17204,       The Friday Night Knitting Club ,Fiction,Womens Fiction,67913,8366,352,2006,22134
4.04,female,"literature-fiction,historical-fiction,",1315,Louisa May Alcott ,/author/show/1315.Louisa_May_Alcott,1670460,29421,USA and Canada,4.05,https://www.goodreads.com/book/show/1934.Little_Women,1934,       Little Women ,Classics,Fiction,1454495,19863,449,September 30th 1868,22491
4.04,female,"literature-fiction,",305400,Tatiana de Rosnay ,/author/show/305400.Tatiana_de_Rosnay,423781,35023,Europe,4.15,https://www.goodreads.com/book/show/556602.Sarah_s_Key,556602,       Sarah's Key ,Historical,Fiction,376397,27783,294,September 2006,23521
4.25,female,"literature-fiction,",2327917,Betty  Smith ,/author/show/2327917.Betty_Smith,347400,18799,USA and Canada,4.25,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,14891,       A Tree Grows in Brooklyn ,Classics,Fiction,338396,17870,496,1943,23554
4.03,female,"poetry,biographies-memoirs,literature-fiction,",4379,Sylvia Plath ,/author/show/4379.Sylvia_Plath,624685,23174,USA and Canada,3.99,https://www.goodreads.com/book/show/6514.The_Bell_Jar,6514,       The Bell Jar ,Classics,Fiction,500687,18796,294,January 1963,29714
3.9,female,"literature-fiction,",5246,Amy Tan ,/author/show/5246.Amy_Tan,857120,23662,USA and Canada,3.91,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,7763,       The Joy Luck Club ,Fiction,Historical,557277,7732,288,1989,30751
3.94,female,"young-adult,",17015,P.C. Cast ,/author/show/17015.P_C_Cast,1956715,56965,USA and Canada,3.8,https://www.goodreads.com/book/show/30183.Marked,30183,       Marked ,Young Adult,Paranormal,396856,13466,306,2007,46009
4.27,female,"science-fiction-fantasy,young-adult,",137902,Richelle Mead ,/author/show/137902.Richelle_Mead,2809398,134076,Unknown,4.35,https://www.goodreads.com/book/show/5996153-blood-promise,5996153,       Blood Promise ,Young Adult,Paranormal,257560,9267,503,August 1st 2009,50053
3.9,female,"literature-fiction,",9987,Philippa Gregory ,/author/show/9987.Philippa_Gregory,1320251,68925,Africa,4.05,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,37470,       The Other Boleyn Girl ,Historical,Fiction,421981,16343,661,2001,58143
3.64,female,"fiction,",6876,Kim Edwards ,/author/show/6876.Kim_Edwards,538298,20990,USA and Canada,3.65,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,10441,       The Memory Keeper's Daughter ,Fiction,Contemporary,524294,18638,401,June 23rd 2005,59305
4.02,female,"romance,",28569,Jennifer Ashley ,/author/show/28569.Jennifer_Ashley,221710,16809,USA and Canada,4.05,https://www.goodreads.com/book/show/5981872-the-madness-of-lord-ian-mackenzie,5981872,       The Madness of Lord Ian Mackenzie ,Romance,Romance,25148,2200,320,April 28th 2009,8075
4.16,female,"romance,young-adult,",48192,Gena Showalter ,/author/show/48192.Gena_Showalter,822349,46922,USA and Canada,4.08,https://www.goodreads.com/book/show/476543.The_Darkest_Night,476543,       The Darkest Night ,Fantasy,Romance,70552,3161,379,2008,8942
4.1,female,"young-adult,",4575371,Katie McGarry ,/author/show/4575371.Katie_McGarry,233902,22087,Unknown,4.07,https://www.goodreads.com/book/show/10194514-pushing-the-limits,10194514,       Pushing the Limits ,Young Adult,Romance,107318,7685,392,June 1st 2012,8947
4.03,female,"literature-fiction,",41313,Susan Elizabeth Phillips ,/author/show/41313.Susan_Elizabeth_Phillips,450714,24453,Unknown,4.12,https://www.goodreads.com/book/show/73100.This_Heart_of_Mine,73100,       This Heart of Mine ,Romance,Romance,25976,1086,432,February 6th 2001,8951
3.99,female,"romance,",1647762,Julie James ,/author/show/1647762.Julie_James,215337,12889,USA and Canada,3.98,https://www.goodreads.com/book/show/5082599-practice-makes-perfect,5082599,       Practice Makes Perfect ,Romance,Romance,26947,1553,291,2009,9801
4.07,female,"adult,new-adult,",699143,J. Lynn ,/author/show/699143.J_Lynn,379607,26939,USA and Canada,4.18,https://www.goodreads.com/book/show/17314430-wait-for-you,17314430,       Wait for You ,New Adult,Romance,123747,7897,332,January 1st 2013,9889
3.98,female,"romance,",2613,Jaci Burton ,/author/show/2613.Jaci_Burton,241250,14342,Unknown,3.92,https://www.goodreads.com/book/show/8341567-the-perfect-play,8341567,       The Perfect Play ,Romance,Sports and Games,35175,1849,324,2011,9916
4.3,female,"romance,paranormal,",20248,J.R. Ward ,/author/show/20248.J_R_Ward,1755015,97785,USA and Canada,4.35,https://www.goodreads.com/book/show/35729.Lover_Eternal,35729,       Lover Eternal ,Romance,Fantasy,161688,6010,441,2005,10001
4.29,female,"romance,humor,",2958084,Kristen Ashley ,/author/show/2958084.Kristen_Ashley,1369557,101587,USA and Canada,4.19,https://www.goodreads.com/book/show/6538757-rock-chick,6538757,       Rock Chick ,Romance,Romance,49253,3708,412,2008,10379
4.14,female,"young-adult,",4872191,Abbi Glines ,/author/show/4872191.Abbi_Glines,1286953,78769,USA and Canada,4.2,https://www.goodreads.com/book/show/16070903-fallen-too-far,16070903,       Fallen Too Far ,Romance,New Adult,150756,8271,300,2012,10601
4.07,female,"romance,",3379564,Alice Clayton ,/author/show/3379564.Alice_Clayton,314046,26470,USA and Canada,4.08,https://www.goodreads.com/book/show/15858248-wallbanger,15858248,       Wallbanger ,Contemporary,Romance,154845,12517,384,2012,11237
3.8,female,"romance,literature-fiction,",19005,Jennifer Crusie ,/author/show/19005.Jennifer_Crusie,319622,18180,USA and Canada,3.93,https://www.goodreads.com/book/show/854757.Bet_Me,854757,       Bet Me ,Romance,Womens Fiction,79943,3467,391,January 1st 2004,11704
3.74,female,"chick-lit,",6160,Sophie Kinsella ,/author/show/6160.Sophie_Kinsella,2391420,96782,Europe,3.83,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,33724,       Can You Keep a Secret? ,Womens Fiction,Romance,331497,10600,374,2001,11946
4.16,female,"science-fiction,",4637539,Tahereh Mafi ,/author/show/4637539.Tahereh_Mafi,629104,71986,USA and Canada,3.99,https://www.goodreads.com/book/show/10429045-shatter-me,10429045,       Shatter Me ,Young Adult,Science Fiction,235524,24522,338,2011,13551
4.11,female,"romance,",6251,Julie Garwood ,/author/show/6251.Julie_Garwood,525928,20066,USA and Canada,4.26,https://www.goodreads.com/book/show/107779.The_Bride,107779,       The Bride ,Romance,Romance,49364,1986,352,July 1989,14434
4.18,female,"young-adult,",4951964,Shelly Crane ,/author/show/4951964.Shelly_Crane,161708,8999,USA and Canada,4.12,https://www.goodreads.com/book/show/35534230-significance,35534230,       Significance ,Fantasy,Young Adult,39913,2772,387,,17211
4.16,female,"romance,historical-fiction,",9885,Judith McNaught ,/author/show/9885.Judith_McNaught,268405,10744,USA and Canada,4.24,https://www.goodreads.com/book/show/129619.A_Kingdom_of_Dreams,129619,       A Kingdom of Dreams ,Romance,Romance,39611,1686,438,1989,17327
3.63,female,"young-adult,",1304470,Ally Condie ,/author/show/1304470.Ally_Condie,937642,61875,USA and Canada,3.67,https://www.goodreads.com/book/show/7735333-matched,7735333,       Matched ,Young Adult,Science Fiction,586272,31651,369,2010,18927
4.03,female,"romance,",22159,Jessica Park ,/author/show/22159.Jessica_Park,115268,12550,Unknown,4.0,https://www.goodreads.com/book/show/15994590-flat-out-love,15994590,       Flat-Out Love ,Romance,Young Adult,54358,5268,389,2011,21201
4.13,female,"historical-fiction,",47499,Paullina Simons ,/author/show/47499.Paullina_Simons,141476,13633,Europe,4.32,https://www.goodreads.com/book/show/41014505-the-bronze-horseman,41014505,       The Bronze Horseman ,Historical,Romance,55818,6844,637,2001,23834
4.08,female,"romance,",5193034,Tracey Garvis Graves ,/author/show/5193034.Tracey_Garvis_Graves,93764,12448,Unknown,4.13,https://www.goodreads.com/book/show/15505346-on-the-island,15505346,       On the Island ,Romance,Contemporary,68376,8332,346,September 4th 2011,30347
4.06,female,"young-adult,",2876763,Becca Fitzpatrick ,/author/show/2876763.Becca_Fitzpatrick,1157201,54455,Unknown,3.99,https://www.goodreads.com/book/show/6339664-hush-hush,6339664,"       Hush, Hush ",Young Adult,Fantasy,508377,23202,391,2009,46255
4.29,female,"romance,history,fiction,",11081,Margaret Mitchell ,/author/show/11081.Margaret_Mitchell,995196,18226,USA and Canada,4.29,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,18405,       Gone with the Wind ,Classics,Historical,979786,17659,1037,June 30th 1936,62047
4.15,female,"romance,",19823,Sylvia Day ,/author/show/19823.Sylvia_Day,1204138,59347,USA and Canada,4.19,https://www.goodreads.com/book/show/20448515-bared-to-you,20448515,       Bared to You ,Romance,Adult Fiction,416286,17326,334,April 3rd 2012,78359
3.81,female,"young-adult,",2895707,Margaret Stohl ,/author/show/2895707.Margaret_Stohl,836970,45897,USA and Canada,3.42,https://www.goodreads.com/book/show/11861715-icons,11861715,       Icons ,Young Adult,Science Fiction,7586,991,428,2013,7993
3.7,female,"young-adult,",5448974,Michelle K. Pickett ,/author/show/5448974.Michelle_K_Pickett,2795,380,USA and Canada,3.55,https://www.goodreads.com/book/show/13425802-pods,13425802,       PODs ,Science Fiction,Young Adult,1197,225,312,2013,8043
3.53,female,"young-adult,",5070015,Kristin Halbrook ,/author/show/5070015.Kristin_Halbrook,2825,496,USA and Canada,3.46,https://www.goodreads.com/book/show/12144569-nobody-but-us,12144569,       Nobody But Us ,Young Adult,Contemporary,1819,350,272,January 1st 2013,8053
3.83,female,"young-adult,",1164465,Jessica Brody ,/author/show/1164465.Jessica_Brody,32176,5147,USA and Canada,3.69,https://www.goodreads.com/book/show/9791892-unremembered,9791892,       Unremembered ,Science Fiction,Young Adult,7014,1056,320,February 28th 2013,8297
3.55,female,"young-adult,",5288442,April Genevieve Tucholke ,/author/show/5288442.April_Genevieve_Tucholke,40971,9257,USA and Canada,3.57,https://www.goodreads.com/book/show/12930909-between-the-devil-and-the-deep-blue-sea,12930909,       Between the Devil and the Deep Blue Sea ,Young Adult,Fantasy,12654,2272,360,2013,10463
3.94,female,"young-adult,",767547,Lisa McMann ,/author/show/767547.Lisa_McMann,255550,21693,USA and Canada,3.78,https://www.goodreads.com/book/show/13146312-crash,13146312,       Crash ,Young Adult,Fantasy,7531,1061,233,2013,11001
3.89,female,"young-adult,",3027554,Kiersten White ,/author/show/3027554.Kiersten_White,267609,34031,Unknown,3.6,https://www.goodreads.com/book/show/12578305-the-chaos-of-stars,12578305,       The Chaos of Stars ,Fantasy,Young Adult,7591,1234,277,2013,11016
4.02,female,"young-adult,science-fiction-fantasy,",3041100,Andrea Cremer ,/author/show/3041100.Andrea_Cremer,179361,13781,USA and Canada,3.43,https://www.goodreads.com/book/show/11147422-invisibility,11147422,       Invisibility ,Young Adult,Fantasy,8347,1274,358,2013,11018
4.07,female,"young-adult,",4629194,Brigid Kemmerer ,/author/show/4629194.Brigid_Kemmerer,87131,11105,USA and Canada,4.01,https://www.goodreads.com/book/show/13494365-spirit,13494365,       Spirit ,Young Adult,Fantasy,7499,802,301,2013,11026
3.82,female,"young-adult,",2895706,Kami Garcia ,/author/show/2895706.Kami_Garcia,848740,46999,USA and Canada,3.79,https://www.goodreads.com/book/show/12371862-unbreakable,12371862,       Unbreakable ,Young Adult,Fantasy,8621,1445,305,2013,11082
3.78,female,"young-adult,",4336590,Tara Hudson ,/author/show/4336590.Tara_Hudson,23886,2334,USA and Canada,3.91,https://www.goodreads.com/book/show/11413298-elegy,11413298,       Elegy ,Fantasy,Young Adult,2432,215,386,2013,11325
4.0,female,"young-adult,",4737213,Jennifer Rush ,/author/show/4737213.Jennifer_Rush,32562,3692,USA and Canada,4.03,https://www.goodreads.com/book/show/10859509-altered,10859509,       Altered ,Young Adult,Science Fiction,18064,2179,323,2013,11362
